hash,blockNumber,timestamp,date,hour,from,to,value_eth,gas_fee_eth,gas_price_gwei,gasUsed,nonce,transactionIndex,is_contract_creation,is_error,confirmations
0x078182b23a6198d247afcaa0f3d2868f175d0526604d741569e53ecd1bee2eb1,4785347,2017-12-23 23:56:00,2017-12-23,23,0x542c5648d46462207fba8a4bd7d890b4154b722f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.13,0.00085038,30.0,28346,2,121,False,False,18956216
0x8348999fb56a02008fa043b4c2b5882c638fda5f63aa6345a1c8769359c64bc3,4785349,2017-12-23 23:56:28,2017-12-23,23,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00091536,30.0,30512,7,190,False,False,18956214
0xcc390bc54d7bd9b6a574caadfae7e207c236412f6e7fdff7b98c487838a32c00,4785372,2017-12-24 00:03:05,2017-12-24,0,0xae2360b394d488909bcfe45733a1a458cd1bbb0c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.1,0.00130038,30.0,43346,0,60,False,False,18956191
0x5d41b4341bc4721fdaa9c753d56551e57bdd7fb5aa88e656c70bb0b0c11b1d11,4785388,2017-12-24 00:06:38,2017-12-24,0,0xcd5f8fa45e0ca0937f86006b9ee8fe1eedee5fc4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,13.0,0.0014173,50.0,28346,92,7,False,False,18956175
0x4fe8a13121cf45ccb2856c2c7fbf0f1babf77f57acd4c49feb5a57648c232c9a,4785389,2017-12-24 00:06:58,2017-12-24,0,0xae2360b394d488909bcfe45733a1a458cd1bbb0c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,1,52,False,False,18956174
0xb87f35d4deb445f71adae9af50730eee466bf854855e03da7b0d231b34447daf,4785390,2017-12-24 00:07:04,2017-12-24,0,0x01349510117dc9081937794939552463f5616dfb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00010908,5.0,21816,1141,37,False,False,18956173
0x1bc45d95dbe08c6884b350c5217035777b98bf27b441d5ba0c07e157eae61472,4785397,2017-12-24 00:08:20,2017-12-24,0,0xcd5f8fa45e0ca0937f86006b9ee8fe1eedee5fc4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.0015256,50.0,30512,93,8,False,False,18956166
0x67e866304cd2a720c9818bf93e9f528e59723ba126465020e1817c13d3f58c48,4785489,2017-12-24 00:28:16,2017-12-24,0,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00091536,30.0,30512,10,184,False,False,18956074
0x83da65d6854842f148e8b270a4df1d2912a33d4763bcff824fd836c80c0e496c,4785492,2017-12-24 00:29:26,2017-12-24,0,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.4,0.00085038,30.0,28346,46,196,False,False,18956071
0x42b367e42b0878d2f06a125b3d54ab81da1067f1bad8ca26c75c1ad9fe588930,4785568,2017-12-24 00:46:02,2017-12-24,0,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.8,0.00085038,30.0,28346,49,59,False,False,18955995
0x0582dc6ecc0ed9fdd1140310067ce64da8f735847ec5497d8fe6020672030076,4785598,2017-12-24 00:55:12,2017-12-24,0,0x4512734b89829d368e5bfa68de2f228d37cdc73e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.37,2.8346e-05,1.0,28346,16,77,False,False,18955965
0x52ccecaacfbfb706c14253863ef2c4b8fcd50f22ecf91f59ed637793a037948d,4785611,2017-12-24 00:58:06,2017-12-24,0,0x3dc389e0a69d6364a66ab64ebd51234da9569284,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.0,0.000130038,3.0,43346,53,189,False,False,18955952
0x33b089b2b07b4e8ec9c54d12218022c692ab0dff3576b52d8dd6cdc89b39e716,4785626,2017-12-24 01:01:06,2017-12-24,1,0x3dc389e0a69d6364a66ab64ebd51234da9569284,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,9.5844e-05,2.1,45640,54,58,False,False,18955937
0x6e606cac0aa4477f9a1c5799f73e38ae7c0e0f9d1f74e8c369dca86a12208a54,4785707,2017-12-24 01:21:55,2017-12-24,1,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.85,0.00130038,30.0,43346,11,97,False,False,18955856
0xc28da357886b7913ac3f53881fef116e0697afff797cd9e03922cab75aee48ab,4785726,2017-12-24 01:27:31,2017-12-24,1,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,12,166,False,False,18955837
0xee771da554c1e42f00b344830689c9a098bf9ca36a56caa367c0a2ab650357da,4785741,2017-12-24 01:30:36,2017-12-24,1,0x2c38da1d52ddf244234bc8ac4f859551cc370068,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.5,0.00130038,30.0,43346,0,89,False,False,18955822
0x0818c1d7341ab3b25ae746677cb2e82d46f49a17f5e4464f073dca8211bc7922,4785743,2017-12-24 01:32:17,2017-12-24,1,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.00085038,30.0,28346,54,106,False,False,18955820
0x4f41f53588cb4cc568f3f973372f6a77f06e7cbed6509eee13e7e23da2c39ca3,4785758,2017-12-24 01:35:27,2017-12-24,1,0x2c38da1d52ddf244234bc8ac4f859551cc370068,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,1,43,False,False,18955805
0x1f168fee60f4b04bae0bec2fc67c0313771d630080ac84bf31b97582029f6697,4785785,2017-12-24 01:43:03,2017-12-24,1,0x0ba4ab8b07b27df58f7a9f682a7309435fd99d95,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,0.00130038,30.0,43346,0,97,False,False,18955778
0x6c9bcbb7f5318fb66a139e233fad7b1e11f83d56acf8adfd2cac68064785f6c0,4785789,2017-12-24 01:43:31,2017-12-24,1,0x2c38da1d52ddf244234bc8ac4f859551cc370068,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00141528,30.0,47176,4,44,False,False,18955774
0x75ebc9664929c958a45ce744c97378ddeea0c5a41719605b6457eb06ea9a8dc4,4785798,2017-12-24 01:45:12,2017-12-24,1,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00091536,30.0,30512,55,34,False,False,18955765
0xe511fcd819936b811fc40dfdd9261aee4ef8f123af8b558aed3940c54f4e1d7b,4785800,2017-12-24 01:45:46,2017-12-24,1,0x0ba4ab8b07b27df58f7a9f682a7309435fd99d95,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,1,47,False,False,18955763
0xa91771d29e70ec388ab379cb7acdcf2e03e19b45936a900414dbe8cb185a8230,4785812,2017-12-24 01:48:17,2017-12-24,1,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.5,0.00085038,30.0,28346,13,245,False,False,18955751
0xb92cb2061649cd2fd867ad7afeb71aaee397f262ff5346ba9f66ed5595242682,4785827,2017-12-24 01:52:46,2017-12-24,1,0xae2360b394d488909bcfe45733a1a458cd1bbb0c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.05,0.00130038,30.0,43346,4,181,False,False,18955736
0xf802fdd9fa84d8261462eff8df54c4e590c86617f45fb074b5285dabc9dac7da,4785861,2017-12-24 02:01:25,2017-12-24,2,0x483967af97e93d0f13bef89109e55c5ff62d36f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.5,0.000303422,7.0,43346,42,209,False,False,18955702
0x38985ee94cec3873d45d19f7d136d7a1367f344fdd5fd66751cf961cfa3c5967,4785876,2017-12-24 02:06:00,2017-12-24,2,0x483967af97e93d0f13bef89109e55c5ff62d36f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000318584,7.0,45512,43,104,False,False,18955687
0x1812d8aa4a5725f0329f0e75ee83ce9d9ec9665a6bc2c4eeb11fa0244c22ab24,4785887,2017-12-24 02:08:26,2017-12-24,2,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12.75,0.00085038,30.0,28346,17,258,False,False,18955676
0x50f5883517b2df9c856093f01f1105fee7d8ee97056030858ecd05915790472d,4785894,2017-12-24 02:10:22,2017-12-24,2,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00091344,30.0,30448,18,43,False,False,18955669
0xe4621ba68804d7d315a3aa0f5f5dc577f87a2607ad9c1c9a947d5c57017abafb,4785922,2017-12-24 02:18:30,2017-12-24,2,0xd2925983502b2f849c96dbe449179e8b09d8c6a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.5,0.000173384,4.0,43346,18,186,False,False,18955641
0x44aefe651b1b245d8c249204d37b03cfc861e39295e383a09d791be291f0882c,4785935,2017-12-24 02:22:23,2017-12-24,2,0xd2925983502b2f849c96dbe449179e8b09d8c6a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000182304,4.0,45576,19,165,False,False,18955628
0xfe3f90825eb0fe80e846f8f48df8a7207abd5de52415c4f93bf81fa6091c3663,4785999,2017-12-24 02:41:44,2017-12-24,2,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0.00085038,30.0,28346,16,67,False,False,18955564
0xdcd897d3c6f3606e4163b6406e4f2744f6a71c76c93d12763db4b812a297d931,4786012,2017-12-24 02:44:29,2017-12-24,2,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,17,70,False,False,18955551
0x9eb7cb03ef560d34181fbca84f1fc569d25f917248d1d2b937d1fab8e96e307c,4786065,2017-12-24 02:56:45,2017-12-24,2,0xc3bbf6bfe155b1444d15a585ad1bea862ea9e29a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.59,4.3346e-05,1.0,43346,370,48,False,False,18955498
0x5b7644e36737b92b7d67ef102d1e424a1628848f4eca610f968778595d3bf01d,4786094,2017-12-24 03:03:04,2017-12-24,3,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10.0,0.00085038,30.0,28346,524,189,False,False,18955469
0xf4da06a2aceb3d870a340f59c7a1ea522b76c417273cffda41c03d13c7946148,4786122,2017-12-24 03:08:26,2017-12-24,3,0xc3bbf6bfe155b1444d15a585ad1bea862ea9e29a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,4.7176e-05,1.0,47176,372,265,False,False,18955441
0x390db433ae9bbd49a92b4d55ec9d837fb82497601beea18c0434f2b9c81c905a,4786137,2017-12-24 03:12:42,2017-12-24,3,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.00085038,30.0,28346,59,100,False,False,18955426
0xbf2617e7a220bd3c16805aca9f8c5a931e2083e2ebdc3a6f9e31a0b002e31146,4786139,2017-12-24 03:13:24,2017-12-24,3,0xcf442d7574b2e332f5d9fa14c6b5370ecda452a9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14.8,0.00085038,30.0,28346,9,127,False,False,18955424
0x65d4b6f37619effcd2e7671e21566bb15c81609bfe2410f1d2a591125061e747,4786150,2017-12-24 03:16:11,2017-12-24,3,0x9872bf3f47d21b82b2e040f07463825f769524f5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,60,80,False,False,18955413
0xe50135c5ceadf36c2c999c917a05da40848973d496d55415158f2db3b8f279be,4786185,2017-12-24 03:24:27,2017-12-24,3,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.7,0.00085038,30.0,28346,20,119,False,False,18955378
0x858de0f469eb3ffa70cffd1b82efe5c951fd84d773a69f62ab351bcc7a6ee8bf,4786268,2017-12-24 03:49:39,2017-12-24,3,0xdba1c5969994434143ad0966f1e785de075b8e67,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0,0.000170076,6.0,28346,114,139,False,False,18955295
0x08bbf140c37da38dfb7a7bf91d33a907fbe441ca7a7252e24a804cffc80b9170,4786310,2017-12-24 03:58:25,2017-12-24,3,0x090968cab31a2023373c89ee5b11f3cfe90c1eb5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.999,4.3346e-05,1.0,43346,1,40,False,False,18955253
0xe697cf6db68aa4e0ef617560f3bf788e142125116aa9e2e0d3b5354ad124e41f,4786332,2017-12-24 04:04:41,2017-12-24,4,0xadec67a56e614f270b85c9fefcd93c5616f59403,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27.41799,0.000113384,4.0,28346,186,212,False,False,18955231
0xeafd840dc81f615fd5ca787d60d101a6f1cd2be9d128e9badf5e5055682aab16,4786363,2017-12-24 04:13:04,2017-12-24,4,0xadec67a56e614f270b85c9fefcd93c5616f59403,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000182304,4.0,45576,189,187,False,False,18955200
0x96faa15abe5b70674d9b0d8d3d45fc2b04990aebbe0e205a132988af3bbcdc2d,4786373,2017-12-24 04:16:29,2017-12-24,4,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00110064,30.0,36688,527,55,False,False,18955190
0xbf4610f301af66c7864cc8fafcdd246cd284c85d20850bce2b6b80932fac3161,4786377,2017-12-24 04:17:42,2017-12-24,4,0x090968cab31a2023373c89ee5b11f3cfe90c1eb5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,4.7176e-05,1.0,47176,2,197,False,False,18955186
0x7359591883c3a03c24a35fa39ec9a2d8022be0286699f5bd20c7be60870fe2c9,4786390,2017-12-24 04:19:43,2017-12-24,4,0xadec67a56e614f270b85c9fefcd93c5616f59403,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,8.6752e-05,4.0,21688,192,209,False,False,18955173
0x9238d3fdf28eea965859daa7bef0c06546a5d6774d06d0dc5628c17045deb141,4786490,2017-12-24 04:44:58,2017-12-24,4,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0.00085038,30.0,28346,23,93,False,False,18955073
0x97909e42121db351b233226f201b87f6453db9a31ff99563150c413e465397db,4786565,2017-12-24 05:00:45,2017-12-24,5,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.1,0.00085038,30.0,28346,26,102,False,False,18954998
0x8f8ad567b2b75795255498dcc9f0c0d98decff79bc68779203ab63a9967b42e7,4786591,2017-12-24 05:05:57,2017-12-24,5,0xe1763ab7240c14983c692b4b4b6c3000fb5aba15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.2,0.000170076,6.0,28346,23,70,False,False,18954972
0x46a31d17dc81aab12a83a07eb1edf7f674f1180363790cc48da2e3f907e31607,4786638,2017-12-24 05:19:58,2017-12-24,5,0xe1763ab7240c14983c692b4b4b6c3000fb5aba15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000273072,6.0,45512,24,176,False,False,18954925
0x3731b153e3dc26fae00a1390434929bdd2795db0e483178fcd6de68ee947454e,4786784,2017-12-24 05:57:22,2017-12-24,5,0x5cc2f913c1d3795560e6a2e1bcc08676c1c25717,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.25,0.00130038,30.0,43346,14,125,False,False,18954779
0xf3bd9f87a78a74e131119bfb23d3314e010b486d5367cce79461d9d1863068d1,4786821,2017-12-24 06:07:19,2017-12-24,6,0x5cc2f913c1d3795560e6a2e1bcc08676c1c25717,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00136536,30.0,45512,15,124,False,False,18954742
0xff099711d15d8a3a849849054157cd9bf567102d56ecccb0b6215126842e7003,4786968,2017-12-24 06:39:04,2017-12-24,6,0x003933989385fab554623d558523cfd23cea8503,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.28615,0.000173384,4.0,43346,41,155,False,False,18954595
0xfddcb97e1ab625d55caa8b6ac43e249336976d81f799a170f4f4e30f73d1243d,4786974,2017-12-24 06:40:34,2017-12-24,6,0xc88d90a8c57a2b82cd7b1d846c14166ddf55e9b1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.5,0.000173384,4.0,43346,38,25,False,False,18954589
0x3a8cee48e81ad160307d44f17d84abc6c682b7f207f28d60e1c0898548bcbbf1,4786981,2017-12-24 06:41:31,2017-12-24,6,0xebf73e9f556a7fa9fb85521fb9d3ad521b817645,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00064872,30.0,21624,12,45,False,False,18954582
0xa85984515ec85a6c93a4fb1ad762afc1709450779fa076449520d92dcdfb714b,4787008,2017-12-24 06:47:44,2017-12-24,6,0xebf73e9f556a7fa9fb85521fb9d3ad521b817645,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00109872,30.0,36624,15,304,False,False,18954555
0x36bef787096cc647974050cc253ee3f5eb30e2f4d6217a9741ef056dcf061f62,4787010,2017-12-24 06:48:38,2017-12-24,6,0xbc3762029d862732f0a801c2eb7b5acb7493ae4a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10.0,0.00130038,30.0,43346,4,107,False,False,18954553
0x45c080abe562cad2c2dfcaff91085bfd3e396358e595dbef4e92c65d0b619219,4787012,2017-12-24 06:49:26,2017-12-24,6,0xebf73e9f556a7fa9fb85521fb9d3ad521b817645,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.001210704,33.0,36688,16,49,False,False,18954551
0xc3df83ee64376fb9b67c81a6edc811967f60d0036f4af602630d4a6b018f9319,4787027,2017-12-24 06:51:41,2017-12-24,6,0xbc3762029d862732f0a801c2eb7b5acb7493ae4a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00141528,30.0,47176,5,31,False,False,18954536
0x37919f16484746983b2286c081703d206bbc72a08f2d6a9011a13dcf46f17849,4787129,2017-12-24 07:15:36,2017-12-24,7,0x090968cab31a2023373c89ee5b11f3cfe90c1eb5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,2.1752e-05,1.0,21752,11,91,False,False,18954434
0xac4d56df3884c4691737c6f4bd8595d06e19bc4dab9090bf5161928b6cba5b5b,4787181,2017-12-24 07:29:37,2017-12-24,7,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0.00085038,30.0,28346,29,153,False,False,18954382
0x1a1930dfc8dcecd4cf6eb9a0a459b3e8d6287e1d36c58b7d181ea4686d32efc6,4787189,2017-12-24 07:32:42,2017-12-24,7,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.00085038,30.0,28346,531,155,False,False,18954374
0xb22f2c9f4a8562c70ae621456f20e91bed42f52f43d17b5b90af1e02b1e88fa5,4787229,2017-12-24 07:42:31,2017-12-24,7,0xb0e83c2d71a991017e0116d58c5765abc57384af,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0,0.0007412479,26.15,28346,342,180,False,False,18954334
0xa80fb006633820c7bd13df203298752f03ebf4f0d168ac42879ef3de4e09629b,4787236,2017-12-24 07:44:01,2017-12-24,7,0xb0e83c2d71a991017e0116d58c5765abc57384af,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.001037408,34.0,30512,343,125,False,False,18954327
0x686367825fbcb2af6b04fa8214b2bdeb18532ebf7a12ae9c0c41e21a5efd5ca1,4787243,2017-12-24 07:45:08,2017-12-24,7,0x003933989385fab554623d558523cfd23cea8503,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,9.1152e-05,2.0,45576,51,87,False,False,18954320
0x94f17d43b4c3fb70528ad58eb3373d3c9e563558cfc98dc4def323f759cdad6e,4787259,2017-12-24 07:49:22,2017-12-24,7,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.2,0.000595266,21.0,28346,32,23,False,False,18954304
0xc96d6bbc58d995c7c002dfa54f69a66be538f1df1054a18de8be7ebf8a352d5d,4787264,2017-12-24 07:51:07,2017-12-24,7,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.000595266,21.0,28346,534,99,False,False,18954299
0x8015b6a50edc473d531d5c508f7aee68c968e5b97bfa159ee7afc5c8cf92f5d7,4787290,2017-12-24 07:56:50,2017-12-24,7,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000642096,21.0,30576,35,32,False,False,18954273
0x3db26bfbb19d0d6157d5361f4bdab2cb460aa5b5fde73a318bd8bf2bb666cf3d,4787304,2017-12-24 08:00:28,2017-12-24,8,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000990696,21.0,47176,26,63,False,False,18954259
0x36c8e5d418be15407c82ac3b85de2bab6ca49085bfb8d1e646ac85083fc32342,4787340,2017-12-24 08:09:07,2017-12-24,8,0x90f368f6b6714ec7794195c6b62fea5f325238c4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.01,0.00014173,5.0,28346,106,76,False,False,18954223
0xd7ef8f168045c69d128505ad24ea7880dad13b626a9d267cede78af87f440612,4787348,2017-12-24 08:11:39,2017-12-24,8,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000990696,21.0,47176,27,38,False,False,18954215
0xb57a163a858706f38fe1c2345a4bde11d9488b5b6fc0ed73fe820d578497cd77,4787363,2017-12-24 08:15:38,2017-12-24,8,0x1a1ad51e603b5c54bcb8b85457e1bca0281cf375,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0.000595266,21.0,28346,28,98,False,False,18954200
0xfe4b9e300e1310ad69476aaec26474fb924dc526c7f4ffe6cda37740bf57ed00,4787390,2017-12-24 08:22:08,2017-12-24,8,0xe0c28d49797da48f9f74cb72979146cfdaf2284b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.25,0.0010468059,24.15,43346,0,17,False,False,18954173
0xdd9087a14ce5c46bcfcc1ffd0cca09e8c08add5195a2889e437f2b3ffb027fe7,4787399,2017-12-24 08:25:07,2017-12-24,8,0xe0c28d49797da48f9f74cb72979146cfdaf2284b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000990696,21.0,47176,1,158,False,False,18954164
0xdfc3d385e6cc076006374c1b69a62bd196d8d8d8e6a6bdb195505f4f3ac50d67,4787478,2017-12-24 08:41:33,2017-12-24,8,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.0006845559,24.15,28346,538,47,False,False,18954085
0x3abba03e49feab39f6f76a7d37eb2f92bd9f9c8d6decf73edf465776d31e75c8,4787489,2017-12-24 08:45:05,2017-12-24,8,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.5,0.000651958,23.0,28346,38,95,False,False,18954074
0x8431fde04106a3ce84c9e6e19776f2b2c7aa52011965692554a06db86e129747,4787573,2017-12-24 09:04:17,2017-12-24,9,0xc88d90a8c57a2b82cd7b1d846c14166ddf55e9b1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.000188704,4.0,47176,39,30,False,False,18953990
0xd81be3d54ead0e617e3eb812e78877b4516a2532342804ba296ccd345861dad9,4787647,2017-12-24 09:20:56,2017-12-24,9,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.7,0.000680304,24.0,28346,41,140,False,False,18953916
0x0ad444999c5b7e20b1942f04ce249dad3bae25a154d8597ac771c10d1f940dbb,4787654,2017-12-24 09:22:00,2017-12-24,9,0x56931f6e997b18f28c5275ae420bee1bcedf6cce,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.0007483344,26.4,28346,541,40,False,False,18953909
0x589ffc207ebca5db683d04cc39c394f78dde503851f949f6f4164cb048c4e638,4787683,2017-12-24 09:28:49,2017-12-24,9,0xc88d90a8c57a2b82cd7b1d846c14166ddf55e9b1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0.00012256,4.0,30640,47,86,False,False,18953880
0x367fa4c9046e2691253df92720e0a12bfbedf7319ed5f4e7b4904be4176ebfb9,4787700,2017-12-24 09:32:22,2017-12-24,9,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0.000680304,24.0,28346,44,63,False,False,18953863
0xbac27a97892a374b6e8a74221c746f2a746a02d2279f9f4a570bcbe2be9e0caa,4787757,2017-12-24 09:47:07,2017-12-24,9,0xd72fe85dc4717b86e4ae82ba12eb95bcbbdc5d69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,8.7008e-05,4.0,21752,42,144,False,False,18953806
0xdb87825e7295688fbcc3f1852081dcfa39959fdb0ee31754f185e713941fdacd,4787768,2017-12-24 09:48:39,2017-12-24,9,0x01349510117dc9081937794939552463f5616dfb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,6.5256e-05,3.0,21752,1156,26,False,False,18953795
0x2fade02138e4ccc5280143aca0c7933869a8016c38cb596d8ddf8d0c09c05b54,4787791,2017-12-24 09:55:35,2017-12-24,9,0xcf442d7574b2e332f5d9fa14c6b5370ecda452a9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,43.0,0.001126996,26.0,43346,14,59,False,False,18953772
0xf5966e8865b0c5b8710bac35711a26fccd453841dacac104c8c9b6fed10b78c6,4787798,2017-12-24 09:57:16,2017-12-24,9,0x003933989385fab554623d558523cfd23cea8503,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.24527,5.6692e-05,2.0,28346,62,123,False,False,18953765
0xe26c4c934a0bc7f92c03e1bed640fa3ca4e41577f31ef62d8f3d65979d2c5ae3,4787862,2017-12-24 10:14:16,2017-12-24,10,0xfe96b67e57a99893d889534208f7b7ca04112cb6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.3,0.000736996,26.0,28346,47,34,False,False,18953701
