edge_id,source_id,target_id,transaction_hash,timestamp,date,hour,day_of_week,month,value_eth,gas_fee_eth,gas_price_gwei,time_step
1031,1081,1016.0,0x10316faf8176acbeb04f93f2cc21b4b5fbff6d0ac896212991c9595b9cf7ae41,2017-12-21 14:55:41,2017-12-21,14,3,12,0.0,0.00064872,30.0,65
1032,1127,1016.0,0x35fc5d7a5788e096750fa0cad56257ae541b47abe2ab59394433bc593c03747a,2017-12-21 14:55:41,2017-12-21,14,3,12,0.0,0.000836576,26.0,65
1033,1127,1016.0,0xb6c9c67c6824fb04b434902ba06e2c075521693b677ce91ca98f42ae725eceb6,2017-12-21 14:55:54,2017-12-21,14,3,12,1.4,0.00173384,40.0,65
1034,1226,1016.0,0x191abb2d4f13ecc2e04af9b7a21dd33140cd92d2dcb4f905ec0f3088eaadec4d,2017-12-21 15:04:21,2017-12-21,15,3,12,0.0,0.00188704,40.0,65
1035,487,1016.0,0xa28873fdbdb0ce98661d234562d147c88e3fee9bd69124fa430e4e448b1c4747,2017-12-21 15:04:21,2017-12-21,15,3,12,1.0,0.00173384,40.0,65
1036,773,1016.0,0xe0892c464bd8919f69278e3429b8c1258b7bf656ef97eff8c7d00787b101a57b,2017-12-21 15:08:57,2017-12-21,15,3,12,100.0,0.00113384,40.0,65
1037,1226,1016.0,0xb3ae6d7c394b3cf958e1e2791f60e969b559d1029169746d82cc29e537428a6a,2017-12-21 15:12:23,2017-12-21,15,3,12,0.1796575,0.00173384,40.0,65
1038,198,1016.0,0x76aa5e946c0a6f7198a1f9ddbeb2f13b19bb9c85c692801b9e9593878108220f,2017-12-21 15:13:46,2017-12-21,15,3,12,0.15,0.00173384,40.0,65
1039,487,1016.0,0x8455852687ef46db9aa4641c2a552f231cdd7495b455abb64b478d59ecd19878,2017-12-21 15:13:46,2017-12-21,15,3,12,0.0,0.00182048,40.0,65
1040,198,1016.0,0xcf1fabef3e1747bc53da7175d4da09d558190f3269deb36651e6a0c3e694e321,2017-12-21 15:18:43,2017-12-21,15,3,12,0.0,0.00182048,40.0,65
1041,1072,1016.0,0xc738434537be6e6bc7ddf7b494130a88f858095db2137e651aef357b70f92c2a,2017-12-21 15:33:04,2017-12-21,15,3,12,0.05,0.00173384,40.0,65
1042,487,1016.0,0xdccb33190812cd0b04e2c27a7b4a7036159410b9b0de229fa2d04a4cfea6ac75,2017-12-21 15:42:14,2017-12-21,15,3,12,1.0,0.00173384,40.0,65
1043,487,1016.0,0x55ce3026e7f0a4caf514e272699ea14328b990669200778422b6fefec18e9caf,2017-12-21 15:44:31,2017-12-21,15,3,12,0.0,0.00182048,40.0,65
1044,280,1016.0,0xc2e61f1a4b310ba7fba2f4be16db1c10a32e302b41fb09c520dd889aaf7dfbc0,2017-12-21 15:46:22,2017-12-21,15,3,12,4.825,0.00173384,40.0,65
1045,307,1016.0,0x82b824bef0f6005bd05148ce592722aaf05f490caf124f46d11595d3c40f76c5,2017-12-21 15:48:48,2017-12-21,15,3,12,0.026,0.00173384,40.0,65
1046,307,1016.0,0x7ab8c2ffdadcff648b15df830324bd3700e29e11c6f3827b57e010710f6af012,2017-12-21 15:52:47,2017-12-21,15,3,12,0.0,0.00181792,40.0,65
1047,307,1016.0,0xab51b7f7518f11791e9be70b8c22a81cfa07728bb565c78e05e46d664134ac91,2017-12-21 15:56:56,2017-12-21,15,3,12,0.0,0.0008624,40.0,65
1048,7,1016.0,0xdddeda15a6f9a37c9c3af3199348fd2d1be0d6bafd41cccd0077bc2bb612af58,2017-12-21 15:58:13,2017-12-21,15,3,12,0.0,0.00086496,40.0,65
1049,487,1016.0,0xc909f5b76833423466e19ccb42fdbac1dddb83277aa6eab75c512456768b2d51,2017-12-21 16:00:40,2017-12-21,16,3,12,1.0,0.00113384,40.0,65
1050,487,1016.0,0x31012741272114db5e04722ad96fbc54f5bc7dba5cb3d5b76ed822b64a5574ac,2017-12-21 16:04:48,2017-12-21,16,3,12,0.0,0.00122048,40.0,65
1051,188,1016.0,0xc2a709f0af3f887f4026d2f179a939c6223472dccf19bef845c02649dfb1b68a,2017-12-21 16:06:59,2017-12-21,16,3,12,7.90442,0.00173384,40.0,65
1052,791,1016.0,0x2ac1c9cddcd508a6eaf273b832af5ccc8842c6dd1ad309fa92a919bf9634c458,2017-12-21 16:10:15,2017-12-21,16,3,12,0.0,0.000733824,24.0,65
1053,692,1016.0,0x0c2339deff5a818b38443b7e1af776789e3b075d734eb5a0a9aa8a9fbbe4017b,2017-12-21 16:16:45,2017-12-21,16,3,12,0.14238,0.00173384,40.0,65
1054,1003,1016.0,0xb4d4a33f422a6eed63bf03313e3d530d109be3d1bd264c40fc3d149804c22e6d,2017-12-21 16:23:51,2017-12-21,16,3,12,9.24,0.00113384,40.0,65
1055,695,1016.0,0x7049e0403e96b75620d3ef1dbc75b6de35ed70cee1907d55c74073f2cf91732b,2017-12-21 16:45:51,2017-12-21,16,3,12,0.1,0.00173384,40.0,66
1056,695,1016.0,0x7a9b64a30457c900541510036728c22ec70b05bebdbecf3ac8ce861cc01868c4,2017-12-21 17:00:37,2017-12-21,17,3,12,0.0,0.00182048,40.0,66
1057,692,1016.0,0x4eb25ea29a1ccc7f36f81394ebcbad3a40ca63a3b4b2b5b6762ec23e723ea365,2017-12-21 17:02:42,2017-12-21,17,3,12,0.0,0.00182304,40.0,66
1058,433,1016.0,0xec0e54acdbb351ebd98df349269f657a522e3a68a652d335730aaf946f1d3229,2017-12-21 17:10:04,2017-12-21,17,3,12,0.0,0.000609056,28.0,66
1059,1072,1016.0,0x2d10f011eb8eb73cdb2445c53060d721c3807919ba21bf28334ceeab4820411a,2017-12-21 17:12:56,2017-12-21,17,3,12,0.0,0.00182304,40.0,66
1060,695,1016.0,0x9f9ff1c97f4d5403caf756a5f64ee9eeb74cc72eacb0aee8bf13eb70957843d8,2017-12-21 17:27:58,2017-12-21,17,3,12,3.15,0.00113384,40.0,66
1061,1193,1016.0,0xcb001ecd623ebb493d356534db498955eab3ed323ae47dad3250d06cb43490cd,2017-12-21 17:29:58,2017-12-21,17,3,12,99.95,0.00325095,75.0,66
1062,1193,1016.0,0x429dee499a6cbc3273ac20349f71f4ca08ef1b0977b5e1b3fe63c3218f0936b0,2017-12-21 17:38:01,2017-12-21,17,3,12,0.0,0.00296244,65.0,66
1063,1188,1016.0,0xc5f9159a4fe1e00ee4b6d7fb6ca76337b5185879fcc722cedbd8d7134a8a685f,2017-12-21 17:38:58,2017-12-21,17,3,12,122.5,0.00113384,40.0,66
1064,1188,1016.0,0xd2ca2b7056726ecfc351d83260cfdccf6aed329ec2647acf95e30a7a6d9345c0,2017-12-21 17:40:50,2017-12-21,17,3,12,0.0,0.00122304,40.0,66
1065,887,1016.0,0x29de315e0c03df335b96933fc24517d81a59617a2da33871db2c835ad434aaab,2017-12-21 17:42:56,2017-12-21,17,3,12,0.0,0.00086752,40.0,66
1066,322,1016.0,0x289a25130bc55c4041be3fc23107c6e180ac9a82306136800754b6ce4325f86c,2017-12-21 18:06:58,2017-12-21,18,3,12,2.0,0.00173384,40.0,66
1067,392,1016.0,0x6ec4cbad852aa0ca71b3140dc5fbeb3e857376bf96779089fab3d88b928644b6,2017-12-21 18:13:00,2017-12-21,18,3,12,1.9,0.001040304,24.0,66
1068,1267,1016.0,0x0b795987f6b9958f1e3b701fc6cdae8f2a907c83b859682101e17b4b47ca0b43,2017-12-21 18:14:00,2017-12-21,18,3,12,2.8,0.00173384,40.0,66
1069,392,1016.0,0x81e671f2cf3c491bfc9841ae71164cf4e595221e22a538501d1d95430cdeaf48,2017-12-21 18:15:54,2017-12-21,18,3,12,0.0,0.001092288,24.0,66
1070,1267,1016.0,0x37a2183d73d2795530712507a8162af2194eaa21d6eb46f19c7ebecb315a53ca,2017-12-21 18:20:59,2017-12-21,18,3,12,0.18,0.00113384,40.0,66
1071,854,1016.0,0x10a5527f0c570e6dfcaf2e113b959a96eadc81ea7bb7391715f82ef028df0f68,2017-12-21 18:21:47,2017-12-21,18,3,12,0.008,0.00173384,40.0,66
1072,322,1016.0,0x634b1f77602fd0d455ca6ed9d2ca4d870e25693321a30c199d3c8ee34f225391,2017-12-21 18:23:19,2017-12-21,18,3,12,0.0,0.00182048,40.0,66
1073,1267,1016.0,0x63e480a400088f46e020e14d4ce57f3f3ae1645b54e4e602ed634061907710b1,2017-12-21 18:23:24,2017-12-21,18,3,12,0.0,0.00182048,40.0,66
1074,1082,1016.0,0x386d0fafe95bdffa4acc8fe1b4ce9454ba0cb143fae292193140837a0cd11e9a,2017-12-21 18:29:43,2017-12-21,18,3,12,0.0,0.00188704,40.0,66
1075,47,1016.0,0x80533d5f9561ec55cea24e42b3aef8db22e4f4eaeccdbc17f6f6442319c0e370,2017-12-21 18:34:31,2017-12-21,18,3,12,0.0,0.0009188,25.0,66
1076,1007,1016.0,0xf1f62d72c0759272489a9f630d92d314747e47a018cc481569a29f92dc45760a,2017-12-21 18:37:19,2017-12-21,18,3,12,300.0,0.00113384,40.0,66
1077,780,1016.0,0x52a58c18cedc6492e043357ef3e0ccebbbd2f9dfe3401aa3a5f561b2baafe545,2017-12-21 18:40:14,2017-12-21,18,3,12,0.0,0.00182048,40.0,66
1078,780,1016.0,0x95e6eef31e5132dceb4cc5390b0ac5ec51e27852c23ef51179e149fc758d54c4,2017-12-21 18:40:34,2017-12-21,18,3,12,0.0,0.00122048,40.0,66
1079,780,1016.0,0x08f22f9337564872e4ea4821c3418cfe6a89cf12cda6f0842fa332b3a51a71b1,2017-12-21 18:40:54,2017-12-21,18,3,12,0.0,0.00122048,40.0,66
1080,1193,1016.0,0x37634f472c426f594bb4cc8eda11bed839c466d0884bb94a9170b9ee281acabc,2017-12-21 18:43:25,2017-12-21,18,3,12,167.5,0.00281749,65.0,66
1081,96,1016.0,0xbfa36b25ab062c548089760b4f3fa953a376c31d6da1761ba51c620a381a0bef,2017-12-21 18:45:10,2017-12-21,18,3,12,0.05,0.00113384,40.0,66
1082,1193,1016.0,0xefffb0fc491be14ba9ae8923a64407774d3dc86a95434c66e209b029ebc90ac4,2017-12-21 18:45:26,2017-12-21,18,3,12,0.0,0.002780136,61.0,66
1083,96,1016.0,0x74b3ba658822fb9f9e65b498416951d82aa3d3c7191a5318226ee534a2508504,2017-12-21 18:47:14,2017-12-21,18,3,12,0.05,0.00113384,40.0,66
1084,96,1016.0,0xf34dabdd941b4591ab4213b7b34c6d678a66aa6e8f072d1c18ebe116a3b0f8c0,2017-12-21 18:48:13,2017-12-21,18,3,12,0.0,0.00182304,40.0,66
1085,96,1016.0,0x77c2df9e97b700e884e4d238342ed6855afeb8bb835c4f00d34377da4da2ce5a,2017-12-21 18:51:20,2017-12-21,18,3,12,0.025,0.00113384,40.0,66
1086,96,1016.0,0x69ec1470a5f01de362fa4de1d43051f77dd95cd1b86c09ac823cc67946b1abd7,2017-12-21 18:54:48,2017-12-21,18,3,12,0.0,0.00182304,40.0,66
1087,264,1016.0,0x2dbba02cc48b68557ef66cfa2bbe0ab8a1511b257d5988d5ab3a4c0ca44b43cc,2017-12-21 18:59:26,2017-12-21,18,3,12,25.0,0.00173384,40.0,66
1088,1007,1016.0,0xe2831fbdded9e0b2f1d735c7c8f61e939e60f6af16da08a89212f656e665a017,2017-12-21 19:19:08,2017-12-21,19,3,12,32.0,0.00113384,40.0,66
1089,388,1016.0,0x276d7ead64b38b05bbf32a8a943ce5963f4a71dafe0c44d3ab87528f1e39074d,2017-12-21 19:22:46,2017-12-21,19,3,12,0.0,0.0003020688,9.9,66
1090,1138,1016.0,0x34ee0d6241b35cb871aa08d13eb5c3fb0472b67f11981b57a4c299c62420a5c6,2017-12-21 19:23:23,2017-12-21,19,3,12,0.0,0.00087008,40.0,66
1091,1007,1016.0,0xd19e295ef963a02d7d8d1e06bb634da1a1a75e6601fa7bd5c3fc80662a1c7405,2017-12-21 19:23:23,2017-12-21,19,3,12,0.0,0.00122304,40.0,66
1092,1007,1016.0,0x297ce815578bd501e37c4cc37d812c4d7830a4c2150c8dc4e0e77df4e05ffee2,2017-12-21 19:23:23,2017-12-21,19,3,12,0.0,0.00122304,40.0,66
1093,512,1016.0,0xc8d5468151192376e0388012fcf4cab1d5541ae717f1c5d97d9cd95eaae66613,2017-12-21 19:30:28,2017-12-21,19,3,12,6.0,0.000910266,21.0,66
1094,1131,1016.0,0xd3e5a307178389a8e899a8fc550cb6cb0d18abb78ed6b6587610cebd02e456fc,2017-12-21 19:31:02,2017-12-21,19,3,12,100.0,0.00173384,40.0,66
1095,1131,1016.0,0x5c535a8457ea6c54b081ebe74b1e3d51e7ef89bd518261cc14f69abb56ef56b7,2017-12-21 19:34:23,2017-12-21,19,3,12,1.0,0.00113384,40.0,66
1096,1131,1016.0,0x0efb2af2faf4cfb7abbec4042caa432260fd3468e811d087023ed2f884fc3a2c,2017-12-21 19:35:19,2017-12-21,19,3,12,0.0,0.00188704,40.0,66
1097,796,1016.0,0x6565addf8edfd927e3959f8cad4dc2cd0bc86bcf420052c1686ac4977f8a7400,2017-12-21 19:44:40,2017-12-21,19,3,12,17.0,0.00173384,40.0,66
1098,773,1016.0,0xefc46d4d04a7d83c85091252b8e5f3945dab627cc9aabb88f2131a144e5ebb9b,2017-12-21 19:45:45,2017-12-21,19,3,12,1000.0,0.00113384,40.0,66
1099,796,1016.0,0xa80e4ad6003f300c017d721eb0a3d30ae49600eb78e32e106209d2c03ddcaee1,2017-12-21 19:50:42,2017-12-21,19,3,12,0.0,0.00122304,40.0,66
1100,431,1016.0,0x3e7a1ced2125cf079180f3ad7dbab1bb0c5b0b199b9400f9f797acba3739afcd,2017-12-21 20:01:56,2017-12-21,20,3,12,0.0,0.00086752,40.0,66
1101,512,1016.0,0x67aecde216e066553bcbbbf9fdf5141935d42837633ada73dca56264042f5601,2017-12-21 20:07:27,2017-12-21,20,3,12,0.0,0.000849168,18.0,66
1102,431,1016.0,0x75004a5fcc238384e24f34c3889d4059f5d1a232af0da25eade3775003a7efa3,2017-12-21 20:18:00,2017-12-21,20,3,12,0.0,0.00086752,40.0,66
1103,1256,1016.0,0x1c341cffb073ae082db3a2e85bf13159eb026b6313daeea1e00caec1ade55c6a,2017-12-21 20:25:07,2017-12-21,20,3,12,0.0,0.00086752,40.0,66
1104,1256,1016.0,0x26cf17ec51b73d405de617cd233092246513870799a91a50d5bb0cbd24ab44f6,2017-12-21 20:32:00,2017-12-21,20,3,12,2.23341,0.00173384,40.0,66
1105,1193,1016.0,0xef8d7d2eacfd52496f362388ab3c8f7137c360ebc8d8a18e430c3f9d3158a4ed,2017-12-21 21:00:18,2017-12-21,21,3,12,116.8,0.00184249,65.0,66
1106,501,1016.0,0x1e90697a5c1d98c814003e823fe85439ae0b46c930ef480f0260b02e600b4268,2017-12-21 21:04:02,2017-12-21,21,3,12,0.05,0.00113384,40.0,66
1107,1193,1016.0,0x9c4dc02ede368ccdcf7054a5ca0cae8723684c488052e5c49a468511a9a9681a,2017-12-21 21:06:13,2017-12-21,21,3,12,0.0,0.00168872,55.0,66
1108,360,1016.0,0xb89349155a6b96abf6b457e29c13b16ec55c2572dbd728fd6b0d02b8c32b7ae0,2017-12-21 21:06:13,2017-12-21,21,3,12,0.05,0.00173384,40.0,66
1109,360,1016.0,0xd21b0f74273fd8ba51756a8772c81a43f11de8f1d0a02c640f0d9400a995de3f,2017-12-21 21:08:35,2017-12-21,21,3,12,0.0,0.00181792,40.0,66
1110,1138,1016.0,0xf502b4ac82abd2277afb6cc3a317f873ab35dae74783f29d0ecf7f2d03d70981,2017-12-21 21:19:26,2017-12-21,21,3,12,0.0,0.00087008,40.0,66
1111,923,1016.0,0x70f040d2e41d06a9c808696d16aa1e471a421e682c0133e8c15e48b85fa4c805,2017-12-21 21:24:00,2017-12-21,21,3,12,0.08,0.00173384,40.0,66
1112,501,1016.0,0x6b105577fe483d3ef72046c597424c3dfaa39a50868ca5ecbfbc70ecd3c26ed7,2017-12-21 21:27:46,2017-12-21,21,3,12,0.1,0.00113384,40.0,66
1113,923,1016.0,0xc0709ba7219429f9ea1c51e82de0330704d0bca7d8b2f852369fe1d8e37ec6b7,2017-12-21 21:31:53,2017-12-21,21,3,12,0.0,0.0018256,40.0,66
1114,620,1016.0,0x147de2c08b7ec37a7b072afc2922abef56e3a3f16bcf2c81817dbb2e967472f5,2017-12-21 21:32:28,2017-12-21,21,3,12,0.001337,0.00043346,10.0,66
1115,501,1016.0,0xd10cf01f7785b325a1cd889e919bca5db9a0a2e69d52df9e31f28e7d52003de0,2017-12-21 21:32:39,2017-12-21,21,3,12,0.0,0.00182048,40.0,66
1116,390,1016.0,0x1f04e92ab725db19d5cbc339bc7be3e1cd67ba06ce343f4881825a3720c6aa6d,2017-12-21 21:36:07,2017-12-21,21,3,12,0.1,0.00173384,40.0,66
1117,797,1016.0,0xf1e701cf2ab84ae7c1a234c5587c20870b0308ddfae7608e69cc81e6b929772d,2017-12-21 21:41:04,2017-12-21,21,3,12,0.0,0.00098172,45.0,66
1118,866,1016.0,0x9573858340f4f922089130b70268826a97535b1d41e5a1d8b9507ba2c5f39ec4,2017-12-21 21:45:03,2017-12-21,21,3,12,34.8,0.00173384,40.0,66
1119,390,1016.0,0x2c35e2a034875d6bf27627aeaa80d670ba4422d94c41b3a01050898f4394141e,2017-12-21 21:45:03,2017-12-21,21,3,12,0.0,0.00182048,40.0,66
1120,128,1016.0,0xcd8ac4a61081092240c26b81782e2e2c415c73ec724ba34c849f59a9921ddce4,2017-12-21 21:46:04,2017-12-21,21,3,12,0.05,0.00173384,40.0,66
1121,923,1016.0,0x7ec41e9d9e5e2d69605623d204fbb3f3c38cec588c38ee49ce0e99a7e2988541,2017-12-21 21:47:20,2017-12-21,21,3,12,5.0,0.00113384,40.0,66
1122,390,1016.0,0x1f5b14c569c671aade716d85b7ef4378a241bc6ee93d2bb4db5d2eaaca2abefd,2017-12-21 21:49:24,2017-12-21,21,3,12,0.0,0.00188704,40.0,66
1123,128,1016.0,0xe42d5371c78a0d0f8dcde5532d62785da53daf24606a77307e601093d26a5332,2017-12-21 21:50:34,2017-12-21,21,3,12,0.0,0.00188704,40.0,66
1124,128,1016.0,0x0fa9c6c272c4dbedf4f439fcde1be2f63df4141c3861a938063efcc8e169af2f,2017-12-21 21:56:19,2017-12-21,21,3,12,0.2,0.00113384,40.0,66
1125,390,1016.0,0x775a73d067207e109255f71412824d97dd75ae935c6790089ec2e1454063ff24,2017-12-21 22:12:20,2017-12-21,22,3,12,0.1,0.00173384,40.0,66
1126,1293,1016.0,0x955a9a24cdb3bf9e48db416d39cb1c8ccaa46cfb31cadbceb306679a38e71928,2017-12-21 22:16:54,2017-12-21,22,3,12,0.0,0.001085048,23.0,66
1127,468,1016.0,0x1e71103902bc607c012f784e26b1647e39e3b9bed81e9d60ca55576bc11d118a,2017-12-21 22:32:00,2017-12-21,22,3,12,5.0,0.00173384,40.0,66
1128,779,1016.0,0x7836ea7ae752d85d150dcf39c17c969c6780bb2bde3b11ea2b7b187f73845fb2,2017-12-21 22:37:41,2017-12-21,22,3,12,0.0,0.00146496,40.0,66
1129,1267,1016.0,0x7ff72fea007c1fb75c4135423154a29c92e359acd1ad3b39cef1ff68c0821331,2017-12-21 22:44:39,2017-12-21,22,3,12,0.0,0.00086496,40.0,66
1130,866,1016.0,0x754bc8315f063008d1248bf58245b187d1f3df8890fd80a2e6c477b350c88cb3,2017-12-21 22:49:12,2017-12-21,22,3,12,0.0,0.0018256,40.0,66
1131,188,1016.0,0x841d59e532a0f3d05a94f5b2ebb881dc157c21a2b8766902f0dd3df79a694f8f,2017-12-21 22:51:10,2017-12-21,22,3,12,19.3,0.00113384,40.0,66
1132,390,1016.0,0xc3450ac83a672888e9abeea464ea4998baa9b4decb4be501197e06539922d8c0,2017-12-21 23:01:07,2017-12-21,23,3,12,0.7,0.00113384,40.0,66
1133,390,1016.0,0xf6ded7eae7a5b43e580290e0ade75619a8cdb574ff7628c708ac97b5ad04f44e,2017-12-21 23:02:34,2017-12-21,23,3,12,0.0,0.00122048,40.0,66
1134,620,1016.0,0xa1679a6e82feef0599ac51974ee08c6e232ed46eeb6ecc47a99dd5643459b8d9,2017-12-21 23:05:03,2017-12-21,23,3,12,0.0,0.00045512,10.0,66
1135,36,1016.0,0xeed80ab35d36c627ef957f577b97e385340712b54f8a708911d29ac970ccd343,2017-12-21 23:09:56,2017-12-21,23,3,12,10.0,0.00173384,40.0,66
1136,128,1016.0,0x8198d8c0535d3650cddc927fb98bae89cbbb03efdc7b9a4eab21e90b24274a7b,2017-12-21 23:11:00,2017-12-21,23,3,12,0.3,0.00113384,40.0,66
1137,36,1016.0,0xfb3d6b255c0ccc6357922b8ccb2f5652e4149b20b3a3581bef1ba15270bc5cce,2017-12-21 23:11:50,2017-12-21,23,3,12,0.0,0.0018256,40.0,66
1138,56,1016.0,0x83a680f26a1e02d93a79fe307829c80079367bdf6c9d23f90719d17d1f112fa0,2017-12-21 23:32:10,2017-12-21,23,3,12,0.001,0.00173384,40.0,66
1139,1068,1016.0,0x27d754e24c108568c487dc870755739be7f1cafd63df6a1dd8667a9e415eb723,2017-12-21 23:33:30,2017-12-21,23,3,12,2.0,0.00173384,40.0,66
1140,1068,1016.0,0xdd93440663d6ec001228ab89afee7a9e64cee81d6ad923572c330467557d3ef2,2017-12-21 23:37:00,2017-12-21,23,3,12,0.0,0.00182048,40.0,66
1141,194,1016.0,0xf3d26c7336483b058de7f326415a581f8b348d0403a464f3417c37b445ba3a45,2017-12-21 23:39:00,2017-12-21,23,3,12,0.5,0.00173384,40.0,66
1142,56,1016.0,0x79c66ac76f91b0f9260d6db7b33d72258fbb4c13ba4fa5e229075eba1e8c7663,2017-12-21 23:42:37,2017-12-21,23,3,12,0.0,0.00045576,10.0,66
1143,194,1016.0,0x4663557c302889649ff8b4440e0441c7f74aed4091d1e64bae003fe91370d2b1,2017-12-21 23:45:43,2017-12-21,23,3,12,0.0,0.00182048,40.0,66
1144,791,1016.0,0x2f22ef0f10bba0b59c396e2aad5e365aa661580fd5e6902e8ab84ad9ae21bb12,2017-12-21 23:55:31,2017-12-21,23,3,12,20.0,0.00056692,20.0,66
1145,1193,1016.0,0x02153f89cd6d106b873da48f07642ac2e5120f6c1c66eb4a4c21c0cbaca6da8c,2017-12-22 00:01:17,2017-12-22,0,4,12,155.0,0.00155903,55.0,66
1146,652,1016.0,0xab24978e5936e13173f3a81a06afb44598a5fce3eac73668c5c4fea1dbc9d688,2017-12-22 00:01:32,2017-12-22,0,4,12,0.09,0.00173384,40.0,66
1147,1252,1016.0,0x70b6a28c57aba20a9df3cca64bdf62d4e2bef00123b834aed3690b6052506173,2017-12-22 00:02:14,2017-12-22,0,4,12,6.0,0.00113384,40.0,66
1148,1193,1016.0,0x8da7a168c4804ef384848d53124991a4dd27876ac8c426b6c7d7b23407b69192,2017-12-22 00:03:26,2017-12-22,0,4,12,0.0,0.0016852,55.0,66
1149,652,1016.0,0xfc8f78ab2e38f77eb0892106a8e107855df9067eec4d3d2a7161a7a515013154,2017-12-22 00:07:05,2017-12-22,0,4,12,0.0,0.00182048,40.0,66
1150,1252,1016.0,0x48c0aa1ed487223463ce6ba464a67fbac4343f969c1eb5d579c42e421d25d644,2017-12-22 00:13:11,2017-12-22,0,4,12,4.0,0.00113384,40.0,66
1151,1081,1016.0,0x86c3a15631591e7566548349171916e690ade28e735842528cfbf18c2baeb9b1,2017-12-22 00:15:52,2017-12-22,0,4,12,0.0,0.00087008,40.0,66
1152,194,1016.0,0xfa404d1e4b7662694147ec1db7fb2e141885ca8e24c754394a8e7681d30bfd74,2017-12-22 00:21:29,2017-12-22,0,4,12,55.0,0.00113384,40.0,66
1153,319,1016.0,0x2bf3104d0b8029fbbc692badd2c8d74af56957287bf5c20ae1eb91878e4536ee,2017-12-22 00:25:00,2017-12-22,0,4,12,0.07,0.00173384,40.0,66
1155,664,1016.0,0x9fcd28c835fbfb2a6cece82d3548e28f68a469d87946bc694bfce24c9e88b5ba,2017-12-22 00:25:42,2017-12-22,0,4,12,0.0,0.000849168,18.0,66
1154,1193,1016.0,0x221765b3c8ce48f1b4789aa6e97be0bdde0b4347d3fe98b1d453e0d2d573303c,2017-12-22 00:25:42,2017-12-22,0,4,12,0.0,0.00087264,40.0,66
1156,664,1016.0,0xa4304b13a3923020b01472272385af9976c88c2613f0aa7bbc749760656cca7c,2017-12-22 00:27:02,2017-12-22,0,4,12,0.1,0.00043346,10.0,66
1157,194,1016.0,0xb0cf021dc687d8d894b18b2fe93e512142a518e62aa1506725651e467880fb3a,2017-12-22 00:29:42,2017-12-22,0,4,12,0.0,0.0012256,40.0,66
1158,194,1016.0,0x4c6092884070f273c8b560e273c322aa52ac336b17a171a4038dfebcddebbb8f,2017-12-22 00:33:53,2017-12-22,0,4,12,45.0,0.00173384,40.0,66
1159,1252,1016.0,0x60dfe31b4751d8ecec4e0286b17f900fe56ca95a510b39d926f54291e20d0f45,2017-12-22 00:33:53,2017-12-22,0,4,12,0.0,0.00122048,40.0,66
1160,194,1016.0,0x4f26596668221e5b3e609ad88b217fc50d6d41080a135324f334043c8a2ae69c,2017-12-22 00:56:06,2017-12-22,0,4,12,0.0,0.0018256,40.0,66
1161,548,1016.0,0xab0747e40c2b4a3a625a086df74636c87bcbc6a18519b8d505820177c3c0005c,2017-12-22 01:24:56,2017-12-22,1,4,12,0.1,0.00173384,40.0,66
1162,698,1016.0,0xcdbd0b84525966f27837b2a50877160a2cf64ea07126f1eaf547fe7f62c3e2ad,2017-12-22 01:34:16,2017-12-22,1,4,12,0.33,0.00173384,40.0,66
1163,698,1016.0,0xbef4f19a4ba696213884511348e17c17c353f5c8fceecef1495002bc2d91bd2d,2017-12-22 01:37:43,2017-12-22,1,4,12,0.0,0.00182048,40.0,66
1164,1081,1016.0,0x4dba59ead3996f5c8537c6dad4842affe7feb79f60463139a74808009ce447c3,2017-12-22 01:40:47,2017-12-22,1,4,12,0.0,0.00086752,40.0,66
1165,698,1016.0,0x0f96b574efdd70a7fbece9a37f4c5b33f48975c1294a79b23fa94934da35aa69,2017-12-22 01:53:42,2017-12-22,1,4,12,0.6,0.00113384,40.0,66
1166,698,1016.0,0x9a3c66b3e3ba67ba88a83c51fe29328791650f4f33bffe18064cb2bf2b5ef096,2017-12-22 01:56:11,2017-12-22,1,4,12,0.0,0.00122048,40.0,66
1167,319,1016.0,0xd39c175ca9b01579659b9564a23d8246dae392dd9d803265b9764c406109d7a8,2017-12-22 01:59:49,2017-12-22,1,4,12,0.0,0.00181792,40.0,66
1168,719,1016.0,0xd2e4fa48fd891acf420d5d77823755c621bee667b7f45f91b6f8bd2958832547,2017-12-22 02:00:13,2017-12-22,2,4,12,0.6,0.00113384,40.0,66
1169,548,1016.0,0xc896ec9f214d7bdde2996469946594cefcc2a9b342fcb592460c7ba778d9ee45,2017-12-22 02:03:31,2017-12-22,2,4,12,0.0,0.00188704,40.0,66
1170,548,1016.0,0x48524a7f818e75c1c15211750d73b1a5b7609ddc8ac0ce6c877a7767139d4d79,2017-12-22 02:04:29,2017-12-22,2,4,12,0.0,0.00128704,40.0,66
1171,328,1016.0,0x159e3f668172649386ea94f7a7464c0abc3ba7aa08a73cbc8bb654040a3e1542,2017-12-22 02:07:50,2017-12-22,2,4,12,10.0,0.00173384,40.0,66
1172,1078,1016.0,0x371fd66f97c547238c5bff6946dccde40e63f7411c773b5af2872215443c31dc,2017-12-22 02:09:07,2017-12-22,2,4,12,1.84,0.00113384,40.0,66
1173,328,1016.0,0x461e5503a27b6e0b301da016c3d54bd2fda858fb01f276ef5834654ceb9a4150,2017-12-22 02:12:27,2017-12-22,2,4,12,0.0,0.00182304,40.0,66
