edge_id,source_id,target_id,value_normalized,hour,day_of_week,month,time_step,tx_size_category,gas_price_category
3256,198,7077.0,0.0,13,2,1,78,,low
3257,3527,7077.0,0.0,13,2,1,78,,low
3258,2912,7077.0,0.0,13,2,1,78,,normal
3259,7495,7077.0,1.800554736531535e-05,13,2,1,78,very_large,normal
3260,8,7077.0,0.0,13,2,1,78,,normal
3261,3527,7077.0,0.0,13,2,1,78,,low
3262,2912,7077.0,0.0,14,2,1,78,,normal
3263,6374,7077.0,0.0,14,2,1,78,,normal
3264,8544,7077.0,1.1832216840064373e-06,14,2,1,78,large,normal
3265,3615,7077.0,1.5433326313127442e-08,15,2,1,78,small,normal
3266,470,7077.0,7.76810757760748e-05,15,2,1,78,very_large,normal
3267,44,7077.0,2.572221052187907e-07,15,2,1,78,medium,normal
3268,470,7077.0,0.0,15,2,1,78,,normal
3269,44,7077.0,0.0,15,2,1,78,,normal
3270,3615,7077.0,0.0,15,2,1,78,,normal
3271,470,7077.0,0.0,15,2,1,78,,normal
3272,44,7077.0,0.0,15,2,1,78,,normal
3273,2633,7077.0,0.0,16,2,1,79,,normal
3274,282,7077.0,9.259995787876465e-08,16,2,1,79,medium,normal
3275,282,7077.0,0.0,16,2,1,79,,normal
3276,1844,7077.0,0.0,17,2,1,79,,normal
3277,668,7077.0,0.0,17,2,1,79,,normal
3278,3954,7077.0,5.324497578028968e-06,17,2,1,79,very_large,normal
3279,3728,7077.0,1.0288884208751628e-06,17,2,1,79,large,normal
3280,668,7077.0,0.0,17,2,1,79,,normal
3281,3954,7077.0,0.0,17,2,1,79,,normal
3282,3954,7077.0,0.0,17,2,1,79,,normal
3283,3728,7077.0,0.0,17,2,1,79,,normal
3284,3615,7077.0,5.144442104375814e-10,17,2,1,79,micro,normal
3285,3954,7077.0,0.0,18,2,1,79,,normal
3286,543,7077.0,0.0,18,2,1,79,,normal
3287,3615,7077.0,1.5433326313127442e-07,18,2,1,79,medium,normal
3288,3728,7077.0,0.0,18,2,1,79,,normal
3289,608,7077.0,0.0,18,2,1,79,,normal
3290,163,7077.0,0.0,19,2,1,79,,normal
3291,1624,7077.0,0.0,19,2,1,79,,normal
3292,2615,7077.0,0.0,19,2,1,79,,normal
3293,2615,7077.0,0.0,19,2,1,79,,normal
3294,8067,2689.0,5.8461440074126756e-08,19,2,1,79,medium,normal
3295,5131,7077.0,5.1444421043758145e-08,19,2,1,79,small,normal
3296,2689,2962.0,5.82129635204854e-08,19,2,1,79,medium,normal
3297,3414,7077.0,2.0577768417503258e-07,19,2,1,79,medium,normal
3298,5381,7077.0,0.0,19,2,1,79,,normal
3299,163,7077.0,3.4467762099317957e-06,19,2,1,79,large,normal
3300,3414,7077.0,0.0,19,2,1,79,,normal
3301,6516,7077.0,4.6299978939382334e-07,20,2,1,79,medium,normal
3302,1354,7077.0,5.1444421043758145e-08,20,2,1,79,small,normal
3303,1042,7077.0,5.144442104375815e-06,20,2,1,79,large,normal
3304,1354,7077.0,0.0,20,2,1,79,,normal
3305,6101,7077.0,0.0,20,2,1,79,,normal
3306,6101,7077.0,2.572221052187907e-07,20,2,1,79,medium,normal
3307,7665,7077.0,1.0288884208751629e-07,20,2,1,79,medium,normal
3308,7665,7077.0,0.0,20,2,1,79,,normal
3309,3615,7077.0,0.0,21,2,1,79,,normal
3310,7665,7077.0,1.5433326313127442e-07,21,2,1,79,medium,normal
3311,7184,7077.0,1.0288884208751629e-08,21,2,1,79,small,normal
3312,1551,7077.0,1.5433326313127443e-06,21,2,1,79,large,normal
3313,1551,7077.0,0.0,21,2,1,79,,normal
3314,1551,7077.0,0.0,21,2,1,79,,normal
3315,532,7077.0,1.440443789225228e-07,21,2,1,79,medium,normal
3316,1551,7077.0,0.0,22,2,1,79,,normal
3317,4494,7077.0,5.658886314813396e-06,22,2,1,79,very_large,normal
3318,4202,7077.0,1.5433326313127443e-06,23,2,1,79,large,normal
3319,4202,7077.0,0.0,23,2,1,79,,normal
3320,2615,7077.0,4.887219999157024e-06,23,2,1,79,large,normal
3321,6513,7077.0,2.5722210521879073e-06,0,3,1,79,large,normal
3322,6513,7077.0,0.0,0,3,1,79,,normal
3323,1823,7077.0,5.1444421043758145e-05,0,3,1,79,very_large,normal
3324,4202,7077.0,0.0,0,3,1,79,,normal
3325,7390,7077.0,0.0,0,3,1,79,,normal
3326,1823,7077.0,0.0,0,3,1,79,,normal
3328,8793,7077.0,1.028888420875163e-05,0,3,1,79,very_large,normal
3327,5978,7077.0,0.0,0,3,1,79,,normal
3329,1354,7077.0,1.5433326313127442e-07,0,3,1,79,medium,normal
3330,8793,7077.0,0.0,0,3,1,79,,normal
3331,8116,7077.0,0.0,0,3,1,79,,normal
3332,2364,7077.0,4.3213313676756845e-06,0,3,1,79,large,normal
3333,5482,7077.0,1.4404437892252279e-06,1,3,1,79,large,normal
3334,3193,7077.0,0.0,1,3,1,79,,normal
3335,3193,7077.0,0.0,1,3,1,79,,normal
3336,5482,7077.0,0.0,1,3,1,79,,normal
3337,3193,7077.0,0.0,1,3,1,79,,normal
3338,6513,7077.0,0.0,1,3,1,79,,normal
3339,2393,7077.0,1.5433326313127442e-07,1,3,1,79,medium,normal
3340,6513,7077.0,0.0,1,3,1,79,,normal
3341,2393,7077.0,0.0,1,3,1,79,,normal
3342,9098,7077.0,7.20221894612614e-08,1,3,1,79,medium,normal
3343,2364,7077.0,0.0,1,3,1,79,,normal
3344,2393,7077.0,8.231107367001304e-10,2,3,1,79,micro,normal
3345,2393,7077.0,0.0,2,3,1,79,,normal
3346,2393,7077.0,0.0,2,3,1,79,,normal
3347,6951,7077.0,2.0577768417503257e-06,3,3,1,79,large,normal
3348,2192,7077.0,0.0,3,3,1,79,,normal
3349,1624,7077.0,0.001028888420875163,3,3,1,79,very_large,normal
3350,2633,7077.0,2.057776841750326e-05,3,3,1,79,very_large,normal
3351,1042,7077.0,0.0,3,3,1,79,,normal
3352,2633,7077.0,0.0,4,3,1,79,,normal
3353,2633,7077.0,0.0,4,3,1,79,,normal
3354,7186,7077.0,5.144442104375814e-07,5,3,1,79,medium,normal
3355,8879,7077.0,2.572221052187907e-07,5,3,1,79,medium,normal
3356,7186,7077.0,0.0,5,3,1,79,,normal
3357,77,7077.0,0.0,6,3,1,79,,normal
3358,7385,7077.0,5.144442104375814e-07,6,3,1,79,medium,normal
3359,4284,7077.0,5.761775156900912e-07,6,3,1,79,large,normal
3360,1884,7077.0,1.2861105260939536e-05,6,3,1,79,very_large,normal
3361,5640,7077.0,2.0577768417503258e-07,6,3,1,79,medium,normal
3362,1884,7077.0,0.0,7,3,1,79,,normal
3363,9121,7077.0,0.0,7,3,1,79,,normal
3364,5640,7077.0,0.0,7,3,1,79,,normal
3365,2393,7077.0,1.1240605998061155e-07,8,3,1,79,medium,normal
3366,216,7077.0,0.00012603883155720745,8,3,1,79,very_large,normal
3367,1823,7077.0,0.00030866652626254887,8,3,1,79,very_large,normal
3368,8,7077.0,0.0,8,3,1,79,,normal
3369,532,7077.0,0.0,8,3,1,79,,normal
3370,216,7077.0,0.0,9,3,1,79,,normal
3371,94,7077.0,5.144442104375815e-06,9,3,1,79,large,normal
3372,2545,7077.0,1.2346661050501954e-06,10,3,1,79,large,normal
3373,216,7077.0,0.0,10,3,1,79,,normal
3374,7538,7077.0,0.0,10,3,1,79,,normal
3375,2545,7077.0,0.0,10,3,1,79,,normal
3376,2364,7077.0,3.909775999325619e-06,10,3,1,79,large,normal
3377,3302,7077.0,1.2861105260939536e-07,10,3,1,79,medium,normal
3378,3302,7077.0,0.0,11,3,1,79,,normal
3379,6496,7077.0,0.0,11,3,1,79,,normal
3380,5240,7077.0,0.0,11,3,1,79,,normal
3381,8793,7077.0,0.0,12,3,1,79,,normal
3382,3302,7077.0,3.0866652626254885e-06,12,3,1,79,large,normal
3383,4207,7077.0,1.2341516608397578e-05,12,3,1,79,very_large,normal
3384,4207,7077.0,0.0,12,3,1,79,,normal
3385,7570,7077.0,5.24733094646333e-06,12,3,1,79,very_large,normal
3386,7538,7077.0,0.0,12,3,1,79,,normal
3387,7570,7077.0,0.0,12,3,1,79,,normal
3388,532,7077.0,0.0,13,3,1,79,,normal
3389,3302,7077.0,3.0866652626254885e-06,13,3,1,79,large,normal
3390,7570,7077.0,0.0,13,3,1,79,,normal
3391,4878,7077.0,0.0,13,3,1,79,,normal
3392,3302,7077.0,5.144442104375815e-06,14,3,1,79,large,normal
3393,4315,7077.0,5.041553262288299e-06,14,3,1,79,large,normal
3394,4315,7077.0,0.0,14,3,1,79,,normal
3395,94,7077.0,2.1209821085861942e-06,14,3,1,79,large,normal
3396,65,7077.0,6.173330525250977e-06,14,3,1,79,very_large,normal
3397,65,7077.0,0.0,15,3,1,79,,normal
3398,4315,7077.0,0.0,15,3,1,79,,normal
3399,2427,7077.0,1.5433326313127445e-05,15,3,1,79,very_large,normal
3400,5240,7077.0,0.0,15,3,1,79,,normal
3401,2427,7077.0,0.0,15,3,1,79,,normal
3402,8858,7077.0,0.0,15,3,1,79,,normal
3403,2288,7077.0,7.20221894612614e-08,15,3,1,79,medium,normal
3404,564,7077.0,0.0,15,3,1,79,,normal
3405,6768,7077.0,0.0,16,3,1,79,,normal
3406,2288,7077.0,0.0,16,3,1,79,,normal
3407,2288,7077.0,0.0,16,3,1,79,,normal
3408,2288,7077.0,0.0,16,3,1,79,,normal
3409,2288,7077.0,0.0,16,3,1,79,,normal
3410,7369,7077.0,0.0,16,3,1,79,,normal
3411,2288,7077.0,4.6299978939382334e-07,16,3,1,79,medium,normal
3412,2288,7077.0,0.0,16,3,1,79,,normal
3413,7390,7077.0,0.0,16,3,1,80,,normal
3414,4229,7077.0,0.00010288884208751629,16,3,1,80,very_large,normal
3415,5761,7077.0,5.658886314813396e-08,16,3,1,80,medium,normal
3416,4229,7077.0,0.0,16,3,1,80,,normal
3417,1220,7077.0,0.0,16,3,1,80,,normal
3418,4229,7077.0,0.0,16,3,1,80,,normal
3419,6899,7077.0,4.887219999157024e-06,16,3,1,80,large,normal
3420,4229,7077.0,0.0,16,3,1,80,,normal
3421,5761,7077.0,0.0,17,3,1,80,,normal
3422,2001,7077.0,5.144442104375814e-07,17,3,1,80,medium,normal
3423,6899,7077.0,0.0,17,3,1,80,,normal
3424,2001,7077.0,1.5433326313127443e-06,17,3,1,80,large,normal
3425,4089,7077.0,0.0,17,3,1,80,,normal
3426,1265,7077.0,3.0866652626254884e-08,17,3,1,80,small,normal
3427,7744,7077.0,5.144442104375814e-07,17,3,1,80,medium,normal
3428,4089,7077.0,0.0,17,3,1,80,,normal
3429,2364,7077.0,0.0,17,3,1,80,,normal
3430,5761,7077.0,0.0,17,3,1,80,,normal
3431,5761,7077.0,0.0,17,3,1,80,,normal
3432,5761,7077.0,0.0,17,3,1,80,,normal
3433,5761,7077.0,0.0,17,3,1,80,,normal
3434,5761,7077.0,0.0,17,3,1,80,,normal
3435,1265,7077.0,0.0,18,3,1,80,,normal
3436,6049,7077.0,0.0,18,3,1,80,,normal
3437,2600,7077.0,5.144442104375814e-07,18,3,1,80,medium,normal
3438,6516,7077.0,0.0,18,3,1,80,,high
3439,2310,7077.0,3.2673010087702476e-06,18,3,1,80,large,normal
3440,65,7077.0,0.0,18,3,1,80,,normal
3441,65,7077.0,0.0,18,3,1,80,,normal
3442,5035,7077.0,9.803917111405698e-07,18,3,1,80,large,normal
3443,5035,7077.0,0.0,19,3,1,80,,normal
3444,6516,7077.0,0.0,19,3,1,80,,normal
3445,6049,7077.0,0.0,19,3,1,80,,normal
3446,6049,7077.0,2.829443157406698e-07,19,3,1,80,medium,normal
3447,7318,7077.0,1.0288884208751629e-08,19,3,1,80,small,normal
3448,2565,7077.0,5.144442104375814e-09,19,3,1,80,micro,normal
3449,2288,7077.0,3.4159095573055405e-06,20,3,1,80,large,normal
3450,6578,7077.0,0.0,20,3,1,80,,normal
3452,7369,7077.0,0.0,20,3,1,80,,normal
3451,2288,7077.0,0.0,20,3,1,80,,normal
3453,6049,7077.0,0.0,20,3,1,80,,normal
3454,6049,7077.0,0.0,20,3,1,80,,normal
3455,5381,7077.0,0.0,20,3,1,80,,normal
3456,6578,7077.0,0.0,20,3,1,80,,normal
3457,2288,7077.0,0.0,20,3,1,80,,normal
3458,7782,7077.0,0.0,20,3,1,80,,normal
3459,7223,7077.0,4.6299978939382326e-08,20,3,1,80,small,normal
3460,1743,7077.0,1.028888420875163e-05,20,3,1,80,very_large,normal
3461,4089,7077.0,0.0,20,3,1,80,,normal
3462,2615,7077.0,0.0,20,3,1,80,,normal
3463,1624,7077.0,0.0005144442104375815,20,3,1,80,very_large,normal
3464,7223,7077.0,0.0,20,3,1,80,,normal
3465,7223,7077.0,0.0,20,3,1,80,,normal
3466,7223,7077.0,0.0,21,3,1,80,,normal
3467,2545,7077.0,2.9066097889723356e-06,21,3,1,80,large,normal
3468,7744,7077.0,0.0,21,3,1,80,,normal
3469,2310,7077.0,0.0,21,3,1,80,,normal
3470,2310,7077.0,0.0,21,3,1,80,,normal
3471,2310,7077.0,0.0,21,3,1,80,,normal
3472,65,7077.0,0.0,21,3,1,80,,normal
3473,305,7077.0,2.5722210521879072e-05,22,3,1,80,very_large,normal
3474,3919,7077.0,0.0,22,3,1,80,,normal
3475,2926,7077.0,2.5722210521879073e-06,23,3,1,80,large,normal
3476,2926,7077.0,0.0,23,3,1,80,,normal
3477,5742,7077.0,2.572221052187907e-07,23,3,1,80,medium,normal
3478,8312,7077.0,1.800554736531535e-06,23,3,1,80,large,normal
3479,8312,7077.0,0.0,0,4,1,80,,normal
3480,8456,7077.0,0.0,0,4,1,80,,normal
3481,1757,7077.0,1.1317772629626792e-06,0,4,1,80,large,normal
3482,1757,7077.0,0.0,0,4,1,80,,normal
3483,7570,7077.0,6.224774946294736e-06,0,4,1,80,very_large,normal
3484,7570,7077.0,0.0,0,4,1,80,,normal
3485,5742,7077.0,0.0,0,4,1,80,,normal
3486,8456,7077.0,0.0,0,4,1,80,,normal
3487,6951,7077.0,0.0,1,4,1,80,,normal
3488,1306,7077.0,3.03522084158173e-07,1,4,1,80,medium,normal
3489,6951,7077.0,0.0,1,4,1,80,,normal
3490,4062,7077.0,5.658886314813396e-07,1,4,1,80,large,normal
3491,4062,7077.0,0.0,1,4,1,80,,normal
3492,4062,7077.0,0.0,1,4,1,80,,normal
3493,8622,7077.0,0.0,1,4,1,80,,normal
3494,2926,7077.0,1.3998668363485568e-07,1,4,1,80,medium,normal
3495,812,7077.0,0.0,1,4,1,80,,normal
3496,7558,7077.0,0.0,1,4,1,80,,normal
3497,373,7077.0,9.673002444499713e-06,1,4,1,80,very_large,normal
3498,8020,7077.0,0.0,2,4,1,80,,normal
3499,4318,7077.0,0.0,3,4,1,80,,normal
3500,2749,7077.0,2.572221052187907e-07,3,4,1,80,medium,normal
3501,2749,7077.0,0.0,3,4,1,80,,normal
3502,2310,7077.0,0.0,3,4,1,80,,normal
3503,826,7077.0,5.144442104375814e-07,4,4,1,80,medium,normal
3504,826,7077.0,0.0,4,4,1,80,,normal
3505,7570,7077.0,2.572221052187907e-09,4,4,1,80,micro,normal
3506,2992,7077.0,2.572221052187907e-09,5,4,1,80,micro,normal
3507,2992,7077.0,5.1444421043758145e-08,5,4,1,80,small,normal
3508,2992,7077.0,0.0,5,4,1,80,,normal
3509,2992,7077.0,0.0,5,4,1,80,,normal
3510,7538,7077.0,0.0,5,4,1,80,,normal
3511,7538,7077.0,0.0,5,4,1,80,,normal
3512,7558,7077.0,5.1444421043758145e-08,6,4,1,80,small,high
3513,6383,7077.0,0.0,7,4,1,80,,high
3514,2724,7077.0,0.0,7,4,1,80,,high
3515,5344,7077.0,0.0,7,4,1,80,,high
3516,65,7077.0,0.0,8,4,1,80,,high
3517,7570,7077.0,0.0,8,4,1,80,,normal
3518,373,7077.0,0.0,8,4,1,80,,normal
3519,2176,7077.0,1.0288884208751629e-07,8,4,1,80,medium,high
3520,65,7077.0,0.0,8,4,1,80,,high
3521,5352,7077.0,4.1104092413962754e-08,8,4,1,80,small,normal
3522,5352,7077.0,0.0,8,4,1,80,,normal
3523,2176,7077.0,0.0,8,4,1,80,,high
3524,5352,7077.0,0.0,9,4,1,80,,normal
3525,2036,7077.0,5.401664209594605e-06,9,4,1,80,very_large,high
3526,1470,7077.0,3.498220630975554e-07,9,4,1,80,medium,high
3527,2036,7077.0,0.0,9,4,1,80,,high
3528,1470,7077.0,0.0,10,4,1,80,,high
3529,94,7077.0,1.043827057954489e-05,10,4,1,80,very_large,high
3530,7095,7077.0,2.057776841750326e-05,10,4,1,80,very_large,high
3531,6675,7077.0,2.572221052187907e-07,10,4,1,80,medium,high
3532,5490,7077.0,7.890699632954756e-07,10,4,1,80,large,normal
3533,2036,7077.0,0.0,10,4,1,80,,high
3534,5490,7077.0,0.0,10,4,1,80,,high
3535,2036,7077.0,0.0,10,4,1,80,,high
3536,8858,7077.0,1.5433326313127443e-09,11,4,1,80,micro,normal
3537,2288,7077.0,1.0108828735098475e-05,11,4,1,80,very_large,high
3538,2288,7077.0,0.0,11,4,1,80,,normal
3539,2036,7077.0,0.0,11,4,1,80,,normal
3540,2036,7077.0,0.0,11,4,1,80,,high
3541,2036,7077.0,0.0,11,4,1,80,,high
3542,5744,7077.0,0.0,11,4,1,80,,high
3543,1042,7077.0,5.144442104375814e-07,11,4,1,80,medium,high
3544,1514,7077.0,2.572221052187907e-07,11,4,1,80,medium,high
3545,5240,7077.0,0.0,11,4,1,80,,high
3546,5240,7077.0,0.0,11,4,1,80,,high
3547,65,7077.0,0.0,12,4,1,80,,high
3548,65,7077.0,0.0,12,4,1,80,,high
3549,65,7077.0,0.0,12,4,1,80,,high
3550,2036,7077.0,0.0,12,4,1,80,,normal
3551,5490,7077.0,1.4918882102689862e-06,12,4,1,80,large,high
3552,5490,7077.0,0.0,12,4,1,80,,normal
3553,2276,7077.0,9.311440208920224e-05,12,4,1,80,very_large,high
3554,2276,7077.0,0.0,13,4,1,80,,high
3555,5490,7077.0,2.5722210521879073e-06,13,4,1,80,large,high
3556,5490,7077.0,0.0,13,4,1,80,,high
3557,5490,7077.0,0.0,13,4,1,80,,high
3558,5917,7077.0,0.0,13,4,1,80,,high
3559,5843,7077.0,0.0,14,4,1,80,,very_high
3560,5843,7077.0,0.0,14,4,1,80,,very_high
3561,3527,7077.0,1.0041950987741589e-05,14,4,1,80,very_large,normal
3562,4603,7077.0,0.0,14,4,1,80,,normal
3563,3940,7077.0,4.938664420200781e-07,14,4,1,80,medium,very_high
3564,3940,7077.0,0.0,14,4,1,80,,very_high
3565,29,7077.0,0.0,14,4,1,80,,very_high
3566,8,7077.0,0.0,14,4,1,80,,very_high
3567,5490,7077.0,0.0,14,4,1,80,,very_high
3568,65,7077.0,0.0,14,4,1,80,,very_high
3569,65,7077.0,0.0,14,4,1,80,,very_high
3570,3919,7077.0,0.0,15,4,1,80,,high
3571,2288,7077.0,3.240998525756763e-06,15,4,1,80,large,very_high
3572,7804,7077.0,1.0288884208751628e-06,15,4,1,80,large,normal
3573,2036,7077.0,0.0,15,4,1,80,,very_high
3574,6578,7077.0,0.0,15,4,1,80,,very_high
3575,2288,7077.0,0.0,15,4,1,80,,very_high
3576,2036,7077.0,0.0,15,4,1,80,,very_high
3577,3527,7077.0,0.0,15,4,1,80,,normal
3578,1811,7077.0,0.0,15,4,1,80,,normal
3579,5028,7077.0,5.144442104375815e-06,15,4,1,80,large,normal
3580,5028,7077.0,0.0,15,4,1,80,,normal
3581,9121,7077.0,0.0,16,4,1,80,,normal
3582,2036,7077.0,0.0,16,4,1,81,,high
3583,8879,7077.0,0.0,17,4,1,81,,very_high
3584,305,7077.0,5.401664209594605e-05,17,4,1,81,very_large,normal
3585,1042,7077.0,0.0,18,4,1,81,,normal
3586,4089,7077.0,0.0,18,4,1,81,,very_high
3587,305,7077.0,5.0415532622882984e-05,19,4,1,81,very_large,normal
3588,4099,7077.0,2.3149989469691167e-07,20,4,1,81,medium,high
3589,1844,7077.0,0.0,20,4,1,81,,high
3590,7922,7077.0,2.5722210521879072e-08,20,4,1,81,small,normal
3591,7922,7077.0,0.0,21,4,1,81,,normal
3592,8249,7077.0,0.0,21,4,1,81,,very_high
3593,65,7077.0,0.0,21,4,1,81,,very_high
3594,8249,7077.0,0.0,21,4,1,81,,very_high
3595,8249,7077.0,0.0,21,4,1,81,,very_high
3596,65,7077.0,0.0,21,4,1,81,,very_high
3597,65,7077.0,0.0,21,4,1,81,,very_high
3598,6951,7077.0,0.0,22,4,1,81,,normal
3599,562,7077.0,5.1444421043758145e-08,23,4,1,81,small,normal
3600,5052,7077.0,8.231107367001303e-08,23,4,1,81,medium,high
3601,5052,7077.0,0.0,23,4,1,81,,very_high
3602,1600,7077.0,1.5176104207908653e-06,23,4,1,81,large,normal
3603,9262,7077.0,5.1444421043758145e-08,0,5,1,81,small,very_high
3604,2364,7077.0,0.0,0,5,1,81,,normal
3605,4886,7077.0,5.144442104375814e-07,1,5,1,81,medium,very_high
3606,562,7077.0,0.0,1,5,1,81,,normal
3607,5052,7077.0,0.0,2,5,1,81,,very_high
3608,4699,7077.0,0.0,4,5,1,81,,high
3609,4699,7077.0,0.0,4,5,1,81,,high
3610,4699,7077.0,7.562329893432447e-05,4,5,1,81,very_large,high
3611,9121,7077.0,0.00036011094730630704,4,5,1,81,very_large,normal
3612,8099,7077.0,2.0577768417503257e-06,4,5,1,81,large,high
3613,65,7077.0,0.0,5,5,1,81,,high
3614,65,7077.0,0.0,5,5,1,81,,high
3615,4699,7077.0,0.0,5,5,1,81,,normal
3616,4416,7077.0,1.2861105260939536e-07,5,5,1,81,medium,normal
3617,4416,7077.0,0.0,5,5,1,81,,normal
3618,65,7077.0,0.0,6,5,1,81,,high
3619,2316,7077.0,3.0866652626254884e-08,6,5,1,81,small,very_high
3620,4414,7077.0,1.0906217261276727e-06,6,5,1,81,large,normal
3621,1790,7077.0,1.0288884208751628e-06,6,5,1,81,large,very_high
3622,4414,7077.0,0.0,6,5,1,81,,normal
3623,282,7077.0,5.1444421043758145e-08,6,5,1,81,small,very_high
3624,1790,7077.0,0.0,6,5,1,81,,very_high
3625,3972,7077.0,1.3118327366158326e-05,6,5,1,81,very_large,very_high
3626,2316,7077.0,0.0,6,5,1,81,,very_high
3627,282,7077.0,0.0,6,5,1,81,,very_high
3628,3972,7077.0,0.0,6,5,1,81,,very_high
3629,1790,7077.0,1.5433326313127443e-06,6,5,1,81,large,very_high
3630,3972,7077.0,0.0,7,5,1,81,,very_high
3631,1790,7077.0,0.0,7,5,1,81,,very_high
3632,5035,7077.0,0.0,7,5,1,81,,very_high
3633,282,7077.0,0.0,7,5,1,81,,normal
3634,5035,7077.0,0.0,7,5,1,81,,very_high
3635,8114,7077.0,1.028888420875163e-05,7,5,1,81,very_large,normal
3636,8114,7077.0,0.0,7,5,1,81,,normal
3637,7570,7077.0,0.0,8,5,1,81,,normal
3638,77,7077.0,0.0,8,5,1,81,,high
3639,9121,7077.0,0.0,8,5,1,81,,normal
3640,65,7077.0,0.0,9,5,1,81,,high
3641,65,7077.0,0.0,10,5,1,81,,high
3642,7746,7077.0,5.658886314813396e-07,11,5,1,81,large,normal
3643,6496,7077.0,0.0,11,5,1,81,,normal
3644,2192,7077.0,0.0,11,5,1,81,,very_high
3645,2192,7077.0,0.0,11,5,1,81,,very_high
3646,2192,7077.0,0.0,11,5,1,81,,very_high
3647,7746,7077.0,0.0,11,5,1,81,,normal
3648,7746,7077.0,5.144442104375814e-07,11,5,1,81,medium,normal
3649,7746,7077.0,0.0,11,5,1,81,,normal
3650,1705,7077.0,0.0,12,5,1,81,,normal
3651,4447,7077.0,6.687774735688559e-06,12,5,1,81,very_large,high
3652,4447,7077.0,0.0,13,5,1,81,,high
3653,4447,7077.0,0.0,13,5,1,81,,high
3654,4447,7077.0,0.0,13,5,1,81,,high
3655,4447,7077.0,0.0,13,5,1,81,,high
3656,1722,7077.0,3.4467762099317957e-07,14,5,1,81,medium,high
3657,582,7077.0,6.121886104207219e-05,14,5,1,81,very_large,normal
3658,582,7077.0,0.0,14,5,1,81,,normal
3659,1722,7077.0,0.0,14,5,1,81,,high
3660,3933,7077.0,1.5433326313127443e-06,14,5,1,81,large,high
3661,3933,7077.0,0.0,14,5,1,81,,high
3662,7804,7077.0,1.0288884208751628e-06,14,5,1,81,large,normal
3663,261,7077.0,5.144442104375814e-09,15,5,1,81,micro,normal
3664,261,7077.0,0.0,15,5,1,81,,normal
3665,5197,7077.0,1.800554736531535e-08,15,5,1,81,small,high
3666,5197,7077.0,0.0,16,5,1,81,,high
3667,6951,7077.0,1.2861105260939537e-06,16,5,1,81,large,high
3668,8725,7077.0,0.0,16,5,1,82,,high
3669,5197,7077.0,0.0,16,5,1,82,,high
3670,5197,7077.0,0.0,16,5,1,82,,very_high
3671,1994,7077.0,5.658886314813396e-08,17,5,1,82,medium,high
3672,1994,7077.0,0.0,17,5,1,82,,high
3673,7671,7077.0,3.421053999409917e-07,17,5,1,82,medium,high
3674,6926,7077.0,5.144442104375815e-06,17,5,1,82,large,normal
3675,2288,7077.0,5.144442104375815e-06,17,5,1,82,large,high
3676,6926,7077.0,0.0,17,5,1,82,,normal
3677,2288,7077.0,0.0,17,5,1,82,,normal
3678,2615,7077.0,0.0,18,5,1,82,,normal
3679,6926,7077.0,0.0,18,5,1,82,,normal
3680,2997,7077.0,0.0,18,5,1,82,,normal
3681,582,7077.0,0.0,18,5,1,82,,normal
3682,4416,7077.0,0.0,18,5,1,82,,normal
3683,5161,7077.0,7.716663156563721e-08,18,5,1,82,medium,very_high
3684,5161,7077.0,0.0,19,5,1,82,,very_high
3685,4886,7077.0,1.7760157476936624e-07,19,5,1,82,medium,very_high
3686,9393,7077.0,1.5433326313127445e-05,19,5,1,82,very_large,high
3687,7418,7077.0,0.0,19,5,1,82,,very_high
3688,5161,7077.0,4.1155536835006516e-07,19,5,1,82,medium,very_high
3689,8303,7077.0,2.057776841750326e-05,19,5,1,82,very_large,normal
3690,4886,7077.0,0.0,19,5,1,82,,very_high
3691,8303,7077.0,1.5433326313127445e-05,19,5,1,82,very_large,normal
3692,1392,7077.0,0.0,19,5,1,82,,normal
3693,9393,7077.0,0.0,20,5,1,82,,high
3694,5381,7077.0,0.0,20,5,1,82,,high
3695,1392,7077.0,0.0,20,5,1,82,,normal
3696,1392,7077.0,0.0,20,5,1,82,,normal
3697,261,7077.0,6.018997262119703e-07,20,5,1,82,large,normal
3698,2163,7077.0,2.0577768417503257e-08,20,5,1,82,small,normal
3699,261,7077.0,0.0,20,5,1,82,,normal
3700,8918,7077.0,5.092997683332057e-06,20,5,1,82,large,high
3701,8918,7077.0,0.0,20,5,1,82,,very_high
3702,8918,7077.0,0.0,20,5,1,82,,very_high
3703,3806,7077.0,0.0,20,5,1,82,,very_high
3704,6496,7077.0,0.0,20,5,1,82,,normal
3705,1392,7077.0,2.0577768417503257e-06,20,5,1,82,large,normal
3706,4886,7077.0,1.5433326313127443e-06,20,5,1,82,large,very_high
3707,2163,7077.0,7.20221894612614e-08,20,5,1,82,medium,normal
3708,4886,7077.0,0.0,20,5,1,82,,normal
3709,780,7077.0,0.0,20,5,1,82,,normal
3710,1069,7077.0,0.0,21,5,1,82,,high
3711,6375,7077.0,5.1444421043758145e-08,21,5,1,82,small,high
3712,6375,7077.0,0.0,21,5,1,82,,high
3713,3527,7077.0,6.064834378733253e-06,21,5,1,82,very_large,normal
3714,6375,7077.0,0.0,21,5,1,82,,normal
3715,3570,7077.0,1.5433326313127442e-07,21,5,1,82,medium,normal
3716,2299,7077.0,0.0,21,5,1,82,,normal
3717,2163,7077.0,0.0,22,5,1,82,,high
3718,5161,7077.0,6.173330525250977e-07,22,5,1,82,large,normal
