address,node_id,in_degree,total_received,first_received,last_received,out_degree,total_sent,first_sent,last_sent,total_degree,first_activity,last_activity,activity_days,net_balance,node_type
0x4e83362442b8d1bec281594cea3050c8eb01311c,2961,0,0.0,,,5,4500.0,2017-12-19 08:17:48,2017-12-22 12:03:06,5,2017-12-19 08:17:48,2017-12-22 12:03:06,3,-4500.0,source_only
0x4e87016fd144e1716b9985afb704fc359d243a4f,2962,1,0.113157,2018-01-03 19:36:54,2018-01-03 19:36:54,0,0.0,,,1,2018-01-03 19:36:54,2018-01-03 19:36:54,0,0.113157,sink_only
0x4e8b6077d0bef1028548c51f2b64c83fecf2f17a,2963,0,0.0,,,1,0.0,2018-11-08 08:22:56,2018-11-08 08:22:56,1,2018-11-08 08:22:56,2018-11-08 08:22:56,0,0.0,source_only
0x4e8e6a96881181569c95e7edfd9ad89cd95460f8,2964,0,0.0,,,1,0.0,2021-12-16 23:45:50,2021-12-16 23:45:50,1,2021-12-16 23:45:50,2021-12-16 23:45:50,0,0.0,source_only
0x4e9ce36e442e55ecd9025b9a6e0d88485d628a67,2965,2,707112.854,2018-11-20 08:05:15,2019-02-25 06:31:35,2,1943846.1766432892,2018-11-20 08:08:34,2019-07-09 16:08:37,4,2018-11-20 08:05:15,2019-07-09 16:08:37,231,-1236733.322643289,normal
0x4eb50cb63d2f9291f23be5ddb71e87230a73b5bd,2966,0,0.0,,,1,0.0,2018-11-14 04:25:46,2018-11-14 04:25:46,1,2018-11-14 04:25:46,2018-11-14 04:25:46,0,0.0,source_only
0x4ec499b8469d2426319cca60fb7fc22444badd2a,2967,0,0.0,,,1,0.0,2021-12-17 00:46:45,2021-12-17 00:46:45,1,2021-12-17 00:46:45,2021-12-17 00:46:45,0,0.0,source_only
0x4ec741b83ec1f0b491152904b1b8383c2975031a,2968,0,0.0,,,1,1.0,2021-12-17 00:44:43,2021-12-17 00:44:43,1,2021-12-17 00:44:43,2021-12-17 00:44:43,0,-1.0,source_only
0x4ed870c967d37eb9d9cf89799816ef085ed6dbba,2969,0,0.0,,,1,0.0,2021-12-16 22:25:24,2021-12-16 22:25:24,1,2021-12-16 22:25:24,2021-12-16 22:25:24,0,0.0,source_only
0x4edb635963a7b2f594023fa6df3bcfd2a84439ae,2970,0,0.0,,,1,0.0,2018-11-07 18:39:04,2018-11-07 18:39:04,1,2018-11-07 18:39:04,2018-11-07 18:39:04,0,0.0,source_only
0x4eef5a4743aa05815d6a5be2622acb1146794274,2971,0,0.0,,,1,0.0063,2021-12-16 22:21:37,2021-12-16 22:21:37,1,2021-12-16 22:21:37,2021-12-16 22:21:37,0,-0.0063,source_only
0x4ef2e48c8cda2fe0ca982fda1e843727b181cea0,2972,0,0.0,,,1,0.0,2018-11-16 02:10:51,2018-11-16 02:10:51,1,2018-11-16 02:10:51,2018-11-16 02:10:51,0,0.0,source_only
0x4f0e0fba70033cb840af8503a9779c0fa8a356d4,2973,0,0.0,,,1,0.09,2021-12-16 21:31:20,2021-12-16 21:31:20,1,2021-12-16 21:31:20,2021-12-16 21:31:20,0,-0.09,source_only
0x4f14c6ac216d9fee6b09904490899fb46a0a497f,2974,0,0.0,,,1,0.0,2018-11-16 05:14:02,2018-11-16 05:14:02,1,2018-11-16 05:14:02,2018-11-16 05:14:02,0,0.0,source_only
0x4f17ec788caad65605269b0031a1a7bdfe1ca3f7,2975,0,0.0,,,2,0.255,2021-12-17 01:49:05,2021-12-17 02:45:06,2,2021-12-17 01:49:05,2021-12-17 02:45:06,0,-0.255,source_only
0x4f1e71821b9edb7b330c3767bf99f8fdbd75efa3,2976,0,0.0,,,2,0.39433352924979415,2021-12-16 21:31:29,2021-12-17 02:22:25,2,2021-12-16 21:31:29,2021-12-17 02:22:25,0,-0.39433352924979415,source_only
0x4f23c83e8a1f8b619face3938233046ca6a03598,2977,0,0.0,,,1,0.03,2021-12-17 00:40:41,2021-12-17 00:40:41,1,2021-12-17 00:40:41,2021-12-17 00:40:41,0,-0.03,source_only
0x4f258864c94e234879fde1c37b99e7e4c8b51130,2978,0,0.0,,,1,0.0,2021-12-17 00:49:19,2021-12-17 00:49:19,1,2021-12-17 00:49:19,2021-12-17 00:49:19,0,0.0,source_only
0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,2979,0,0.0,,,1,0.0,2017-12-12 11:17:35,2017-12-12 11:17:35,1,2017-12-12 11:17:35,2017-12-12 11:17:35,0,0.0,source_only
0x4f27fe70634da623d4842c0d9d4bb6aa7fe4881e,2980,0,0.0,,,3,0.0,2018-03-24 10:55:57,2018-04-22 10:12:16,3,2018-03-24 10:55:57,2018-04-22 10:12:16,28,0.0,source_only
0x4f32911d6fa2a35090273c3b31dc321f2c8bbb77,2981,0,0.0,,,2,0.0,2018-11-16 17:49:04,2018-11-17 00:49:17,2,2018-11-16 17:49:04,2018-11-17 00:49:17,0,0.0,source_only
0x4f34094acb90f034cc95c76a88f5c6d053a1b593,2982,0,0.0,,,1,0.00665,2021-12-17 00:39:43,2021-12-17 00:39:43,1,2021-12-17 00:39:43,2021-12-17 00:39:43,0,-0.00665,source_only
0x4f37b7a1c0e4950ecfab37af1acd7b265da3453b,2983,0,0.0,,,1,0.0,2018-11-16 07:30:08,2018-11-16 07:30:08,1,2018-11-16 07:30:08,2018-11-16 07:30:08,0,0.0,source_only
0x4f3e1ede8028a33ee62648ba6c92de0cc3b41d72,2984,0,0.0,,,5,1.3800000000000001,2021-12-16 23:33:34,2021-12-17 01:02:14,5,2021-12-16 23:33:34,2021-12-17 01:02:14,0,-1.3800000000000001,source_only
0x4f52f2950a67fcf5856ce4f90d84d30e993f9a2f,2985,0,0.0,,,1,0.0,2018-11-01 23:57:48,2018-11-01 23:57:48,1,2018-11-01 23:57:48,2018-11-01 23:57:48,0,0.0,source_only
0x4f596fdcf320934380c00a8e40d697c1c30ec215,2986,0,0.0,,,1,0.0,2018-01-12 19:12:13,2018-01-12 19:12:13,1,2018-01-12 19:12:13,2018-01-12 19:12:13,0,0.0,source_only
0x4f5e5832053b720c3b8c0ea835b57a3307f15f05,2987,0,0.0,,,1,1.44e-16,2023-08-05 07:20:59,2023-08-05 07:20:59,1,2023-08-05 07:20:59,2023-08-05 07:20:59,0,-1.44e-16,source_only
0x4f6cfa2036113530d16bb64dd5805dc75ceef13f,2988,0,0.0,,,1,0.0,2018-11-16 09:31:04,2018-11-16 09:31:04,1,2018-11-16 09:31:04,2018-11-16 09:31:04,0,0.0,source_only
0x4f7e39e6f32f094c1f7ed6ef560fbfe271b201b6,2989,0,0.0,,,1,0.0656009765696774,2021-12-17 01:31:51,2021-12-17 01:31:51,1,2021-12-17 01:31:51,2021-12-17 01:31:51,0,-0.0656009765696774,source_only
0x4f813b5cf2750a59a45f3c5e50397d6ac02b64f9,2990,0,0.0,,,4,0.5,2018-01-09 14:45:14,2018-01-09 21:46:02,4,2018-01-09 14:45:14,2018-01-09 21:46:02,0,-0.5,source_only
0x4f8d9ace24ef8af0b26404fdffb1c892b956b298,2991,0,0.0,,,1,1e-06,2025-05-06 05:13:47,2025-05-06 05:13:47,1,2025-05-06 05:13:47,2025-05-06 05:13:47,0,-1e-06,source_only
0x4f914281830930bc891a1b3e83a8d225be5d390c,2992,0,0.0,,,4,0.10500000000000001,2018-01-05 05:07:04,2018-01-05 05:36:37,4,2018-01-05 05:07:04,2018-01-05 05:36:37,0,-0.10500000000000001,source_only
0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,2993,33,0.0,2019-08-06 15:05:06,2024-10-20 09:08:23,0,0.0,,,33,2019-08-06 15:05:06,2024-10-20 09:08:23,1901,0.0,sink_only
0x4f93f38bfae2dd7cc6fabea081401ff3e29d3f20,2994,0,0.0,,,1,0.0,2018-05-02 04:29:20,2018-05-02 04:29:20,1,2018-05-02 04:29:20,2018-05-02 04:29:20,0,0.0,source_only
0x4fab4702b8dc2362875b09c29fb8e4ef3b494d34,2995,0,0.0,,,1,0.0,2018-11-16 03:45:02,2018-11-16 03:45:02,1,2018-11-16 03:45:02,2018-11-16 03:45:02,0,0.0,source_only
0x4fabb145d64652a948d72533023f6e7a623c7c53,2996,135,0.0,2019-10-22 20:54:20,2023-09-14 06:12:47,0,0.0,,,135,2019-10-22 20:54:20,2023-09-14 06:12:47,1422,0.0,hub
0x4fae02c8407c794110a604ad8d344934da062d5b,2997,0,0.0,,,1,0.0,2018-01-06 18:27:41,2018-01-06 18:27:41,1,2018-01-06 18:27:41,2018-01-06 18:27:41,0,0.0,source_only
0x4fbd1546e3ce768695b8acb3930c3042d0f2ad8c,2998,0,0.0,,,2,399.5,2021-12-16 23:55:11,2021-12-16 23:55:36,2,2021-12-16 23:55:11,2021-12-16 23:55:36,0,-399.5,source_only
0x4fc03dc8fae4b3fc4a57e54937261e288f6c0f90,2999,0,0.0,,,2,0.0,2018-04-04 04:11:35,2018-04-04 04:25:44,2,2018-04-04 04:11:35,2018-04-04 04:25:44,0,0.0,source_only
0x4fc29b0fb4ee7e2af0fb81e7484e02f621402621,3000,0,0.0,,,1,0.0,2018-11-08 20:23:06,2018-11-08 20:23:06,1,2018-11-08 20:23:06,2018-11-08 20:23:06,0,0.0,source_only
0x4fc396e5075d6b750f0c0fb72bc5bfb04695657b,3001,0,0.0,,,1,0.9273999539099974,2021-12-16 23:27:09,2021-12-16 23:27:09,1,2021-12-16 23:27:09,2021-12-16 23:27:09,0,-0.9273999539099974,source_only
0x4fc4e12618462eae9a413860617ce09d8cc36782,3002,0,0.0,,,1,0.065,2021-12-17 02:44:45,2021-12-17 02:44:45,1,2021-12-17 02:44:45,2021-12-17 02:44:45,0,-0.065,source_only
0x4fd57d3e7d4af051748978253a97f686dd1a389a,3003,0,0.0,,,4,0.0,2018-11-10 09:51:38,2018-11-13 08:04:12,4,2018-11-10 09:51:38,2018-11-13 08:04:12,2,0.0,source_only
0x4fdccc983ea0fbb460887870a52710f12217c153,3004,0,0.0,,,1,0.0,2018-04-30 06:52:16,2018-04-30 06:52:16,1,2018-04-30 06:52:16,2018-04-30 06:52:16,0,0.0,source_only
0x4fe413b3482aaf5db37d89679ffb815904e896ac,3005,0,0.0,,,1,0.0,2018-11-16 15:01:33,2018-11-16 15:01:33,1,2018-11-16 15:01:33,2018-11-16 15:01:33,0,0.0,source_only
0x4ffa17f8511c887e81d7b7ac30dd9809a9511889,3006,0,0.0,,,1,0.0,2018-04-15 12:27:50,2018-04-15 12:27:50,1,2018-04-15 12:27:50,2018-04-15 12:27:50,0,0.0,source_only
0x500898b272d3454d7ce39c1e99b469deffd92b74,3007,0,0.0,,,1,0.0,2021-12-17 02:36:27,2021-12-17 02:36:27,1,2021-12-17 02:36:27,2021-12-17 02:36:27,0,0.0,source_only
0x500afc05fa45e657d543f94598356538c17d0df7,3008,0,0.0,,,1,0.2010362722849617,2021-12-17 02:30:02,2021-12-17 02:30:02,1,2021-12-17 02:30:02,2021-12-17 02:30:02,0,-0.2010362722849617,source_only
0x500f71a73437854bf0b0ca42ef5878377abd0aa1,3009,0,0.0,,,1,0.0,2018-11-01 01:14:05,2018-11-01 01:14:05,1,2018-11-01 01:14:05,2018-11-01 01:14:05,0,0.0,source_only
0x50156dca42df33eb6f9623e5490a91ac2086d599,3010,0,0.0,,,5,0.0,2018-10-30 22:45:13,2018-11-09 05:28:21,5,2018-10-30 22:45:13,2018-11-09 05:28:21,9,0.0,source_only
0x50167a37e05e02c8337ca1ecfc4ec234f41b4c55,3011,0,0.0,,,1,0.0,2018-10-15 11:15:25,2018-10-15 11:15:25,1,2018-10-15 11:15:25,2018-10-15 11:15:25,0,0.0,source_only
0x50185b4e09e8f300c440b2ae26bf2a34b6473191,3012,0,0.0,,,1,0.0,2018-04-28 01:54:21,2018-04-28 01:54:21,1,2018-04-28 01:54:21,2018-04-28 01:54:21,0,0.0,source_only
0x501f93244ea8fcf5f71f7f6f2c761a4010457340,3013,0,0.0,,,1,0.0,2018-11-14 18:01:46,2018-11-14 18:01:46,1,2018-11-14 18:01:46,2018-11-14 18:01:46,0,0.0,source_only
0x5023e1a68a778a56396d76bef3f7f8904582ef5f,3014,0,0.0,,,3,0.0,2018-04-18 06:26:14,2018-04-21 02:35:54,3,2018-04-18 06:26:14,2018-04-21 02:35:54,2,0.0,source_only
0x5026f006b85729a8b14553fae6af249ad16c9aab,3015,2,0.0,2023-07-08 12:40:59,2023-07-09 15:13:11,0,0.0,,,2,2023-07-08 12:40:59,2023-07-09 15:13:11,1,0.0,sink_only
0x502972a60224902b35cfa39fa8c22531f15c4649,3016,0,0.0,,,1,0.63,2021-12-16 23:44:57,2021-12-16 23:44:57,1,2021-12-16 23:44:57,2021-12-16 23:44:57,0,-0.63,source_only
0x5030bfa92b2b74bec24b420147bb55897c39ca1c,3017,0,0.0,,,1,0.08,2021-12-16 23:14:07,2021-12-16 23:14:07,1,2021-12-16 23:14:07,2021-12-16 23:14:07,0,-0.08,source_only
0x5035ad97eda149990a2f74c0e051d27f6690a7bd,3018,0,0.0,,,1,0.0,2018-11-15 15:34:32,2018-11-15 15:34:32,1,2018-11-15 15:34:32,2018-11-15 15:34:32,0,0.0,source_only
0x503722b30e0578671e7c5a2027f39f6acf12745c,3019,0,0.0,,,3,0.0,2018-11-16 19:42:30,2018-11-17 08:21:06,3,2018-11-16 19:42:30,2018-11-17 08:21:06,0,0.0,source_only
0x5038207df98a3ce0ba88ea7950e7c73ce8fdb3aa,3020,0,0.0,,,1,0.0,2018-04-30 03:21:21,2018-04-30 03:21:21,1,2018-04-30 03:21:21,2018-04-30 03:21:21,0,0.0,source_only
0x503ff4814883f0451fe733c6c58d95f3ff52dc22,3021,0,0.0,,,1,0.0,2018-10-24 03:33:32,2018-10-24 03:33:32,1,2018-10-24 03:33:32,2018-10-24 03:33:32,0,0.0,source_only
0x504e58d3df1fe74c565c51d82a722c2a06c38dc9,3022,0,0.0,,,4,0.0,2018-04-24 07:30:05,2018-04-26 15:07:02,4,2018-04-24 07:30:05,2018-04-26 15:07:02,2,0.0,source_only
0x5053bf00e6e3b02f98e729dc10c2dad51dc664af,3023,0,0.0,,,1,5.56e-16,2023-08-06 07:12:23,2023-08-06 07:12:23,1,2023-08-06 07:12:23,2023-08-06 07:12:23,0,-5.56e-16,source_only
0x505a033ea1b80e0b2256d9dc1e5af08132633c52,3024,0,0.0,,,1,0.0,2018-11-03 13:18:03,2018-11-03 13:18:03,1,2018-11-03 13:18:03,2018-11-03 13:18:03,0,0.0,source_only
0x505fb5aba1400f2ce26a9e243c9f1cab705b5d36,3025,0,0.0,,,2,0.0,2018-11-17 01:50:35,2018-11-17 05:57:25,2,2018-11-17 01:50:35,2018-11-17 05:57:25,0,0.0,source_only
0x5063e31e2eabd6164b48cbdc1e7287e783e622d7,3026,0,0.0,,,5,1.3632e-06,2025-03-02 09:58:47,2025-06-07 08:23:47,5,2025-03-02 09:58:47,2025-06-07 08:23:47,96,-1.3632e-06,source_only
0x506a01c972bb485e98a2bd7ceda3af50562ac4b9,3027,0,0.0,,,1,0.10020985,2018-03-11 12:26:27,2018-03-11 12:26:27,1,2018-03-11 12:26:27,2018-03-11 12:26:27,0,-0.10020985,source_only
0x506cd868028b5407c9ab326aaca30d4410ba2bba,3028,0,0.0,,,1,0.3,2021-12-17 00:05:33,2021-12-17 00:05:33,1,2021-12-17 00:05:33,2021-12-17 00:05:33,0,-0.3,source_only
0x506daab4463213b0d3d3ee3ad7781697e4fee3ba,3029,0,0.0,,,1,0.6309300391320405,2021-12-16 23:00:23,2021-12-16 23:00:23,1,2021-12-16 23:00:23,2021-12-16 23:00:23,0,-0.6309300391320405,source_only
0x507a856f6c4c5830b6f450d1fca1513ff507b564,3030,0,0.0,,,4,2.9,2021-12-17 01:18:57,2021-12-17 02:23:06,4,2021-12-17 01:18:57,2021-12-17 02:23:06,0,-2.9,source_only
0x507d0d72f54f38c45e2a332083aa297bbb4b181c,3031,0,0.0,,,1,0.0,2018-10-17 03:00:06,2018-10-17 03:00:06,1,2018-10-17 03:00:06,2018-10-17 03:00:06,0,0.0,source_only
0x507ded09eb1a2a83e3fed6645b9121ea6d5456e1,3032,0,0.0,,,1,6.82e-16,2023-08-04 02:57:59,2023-08-04 02:57:59,1,2023-08-04 02:57:59,2023-08-04 02:57:59,0,-6.82e-16,source_only
0x5081a788dcc2a7c9232c689fbb3b18cf7a43afd2,3033,0,0.0,,,2,2.489604712170253,2021-12-17 00:11:26,2021-12-17 00:54:28,2,2021-12-17 00:11:26,2021-12-17 00:54:28,0,-2.489604712170253,source_only
0x5083ca3313d20e4760adac4e23753b7ba068770d,3034,0,0.0,,,1,0.0,2018-11-17 03:41:26,2018-11-17 03:41:26,1,2018-11-17 03:41:26,2018-11-17 03:41:26,0,0.0,source_only
0x508a0f2af1a7d421b212d53e2c0eadb002d53e48,3035,0,0.0,,,1,0.0,2018-03-08 07:29:00,2018-03-08 07:29:00,1,2018-03-08 07:29:00,2018-03-08 07:29:00,0,0.0,source_only
0x508f0d65801bfe79dda2d6e77f6a162675a167ed,3036,0,0.0,,,1,0.2517574898057728,2021-12-17 01:34:21,2021-12-17 01:34:21,1,2021-12-17 01:34:21,2021-12-17 01:34:21,0,-0.2517574898057728,source_only
0x509141ea8ab350a4e28074faf580e97f87e005dc,3037,0,0.0,,,1,0.315971222987089,2023-07-22 12:36:59,2023-07-22 12:36:59,1,2023-07-22 12:36:59,2023-07-22 12:36:59,0,-0.315971222987089,source_only
0x5091f9b52c182d810ff4b0f60a0e4f21d4eb4780,3038,0,0.0,,,1,0.0,2018-04-22 18:02:03,2018-04-22 18:02:03,1,2018-04-22 18:02:03,2018-04-22 18:02:03,0,0.0,source_only
0x5092b7b2c78c1142a145c6525f4805e11db64410,3039,0,0.0,,,1,0.0,2018-04-10 09:32:00,2018-04-10 09:32:00,1,2018-04-10 09:32:00,2018-04-10 09:32:00,0,0.0,source_only
0x5099d0784e8588b7ca23c946e5555fcd23a877c0,3040,0,0.0,,,4,0.0,2018-11-16 09:00:53,2018-11-17 06:01:55,4,2018-11-16 09:00:53,2018-11-17 06:01:55,0,0.0,source_only
0x50a67725221e39e470b74dd1a17646f45c857f8d,3041,0,0.0,,,1,0.0,2018-03-14 09:55:35,2018-03-14 09:55:35,1,2018-03-14 09:55:35,2018-03-14 09:55:35,0,0.0,source_only
0x50caaa1965252a5bb459b6ec5b07e6fafc9e6399,3042,0,0.0,,,1,0.0,2018-10-22 21:29:46,2018-10-22 21:29:46,1,2018-10-22 21:29:46,2018-10-22 21:29:46,0,0.0,source_only
0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,3043,20,0.0,2020-09-02 02:45:56,2024-10-20 09:41:35,0,0.0,,,20,2020-09-02 02:45:56,2024-10-20 09:41:35,1509,0.0,sink_only
0x50d20d9e5868349c4779543fa86fe8ae7cca1b5b,3044,0,0.0,,,1,0.0,2018-04-11 18:59:20,2018-04-11 18:59:20,1,2018-04-11 18:59:20,2018-04-11 18:59:20,0,0.0,source_only
0x50d5a580f0dea7eb6c03f4c86062d56348b53e3e,3045,0,0.0,,,1,0.0,2018-11-09 08:35:49,2018-11-09 08:35:49,1,2018-11-09 08:35:49,2018-11-09 08:35:49,0,0.0,source_only
0x50d7664c95428a5edc58ea0091eada7fbe30184b,3046,0,0.0,,,1,0.00287512,2021-12-17 01:20:38,2021-12-17 01:20:38,1,2021-12-17 01:20:38,2021-12-17 01:20:38,0,-0.00287512,source_only
0x50e4c30dac973b9afacebdc98369934fb4118c07,3047,0,0.0,,,1,0.0,2018-04-10 08:09:45,2018-04-10 08:09:45,1,2018-04-10 08:09:45,2018-04-10 08:09:45,0,0.0,source_only
0x50e5ccfa9b99dece38c7f0940ae5f40ce7fb58a3,3048,0,0.0,,,1,0.0,2021-12-16 21:56:31,2021-12-16 21:56:31,1,2021-12-16 21:56:31,2021-12-16 21:56:31,0,0.0,source_only
0x50ee18752f847a3c84c5c707692d76ccca20e51f,3049,0,0.0,,,1,3.91e-16,2023-07-31 04:13:47,2023-07-31 04:13:47,1,2023-07-31 04:13:47,2023-07-31 04:13:47,0,-3.91e-16,source_only
0x50f166bdd95d3d62bfde156547bef7abc0b03f00,3050,0,0.0,,,3,0.0,2018-10-15 11:02:02,2018-10-29 14:07:06,3,2018-10-15 11:02:02,2018-10-29 14:07:06,14,0.0,source_only
0x50ffc1a94e93fe34d898ca1440a4aedb1f0d7143,3051,0,0.0,,,3,2.52,2021-12-16 21:55:04,2021-12-17 00:26:40,3,2021-12-16 21:55:04,2021-12-17 00:26:40,0,-2.52,source_only
0x51044637f714629f0bbb7a4530adb35064d8dd8f,3052,0,0.0,,,1,0.05,2021-12-16 21:37:21,2021-12-16 21:37:21,1,2021-12-16 21:37:21,2021-12-16 21:37:21,0,-0.05,source_only
0x510deeaaee9284d7ca00c8efc185c3bb71b35eb7,3053,0,0.0,,,1,0.0,2018-11-15 08:14:15,2018-11-15 08:14:15,1,2018-11-15 08:14:15,2018-11-15 08:14:15,0,0.0,source_only
0x511a0ff2652c8762248ace194f79ba65592c2bd4,3054,0,0.0,,,1,0.6943372,2018-03-28 07:27:51,2018-03-28 07:27:51,1,2018-03-28 07:27:51,2018-03-28 07:27:51,0,-0.6943372,source_only
0x511b8655d54021a68bc7316a4d54b9cdba5bc6d4,3055,0,0.0,,,1,0.0,2018-04-17 07:33:09,2018-04-17 07:33:09,1,2018-04-17 07:33:09,2018-04-17 07:33:09,0,0.0,source_only
0x511f7980075b570e62571c8aead0bbfd8375e745,3056,0,0.0,,,1,2.0,2021-12-16 22:00:19,2021-12-16 22:00:19,1,2021-12-16 22:00:19,2021-12-16 22:00:19,0,-2.0,source_only
0x51204a44e7b1a7e7bd0b1065c880ec02d3831b27,3057,0,0.0,,,6,0.15000000000000002,2017-12-18 20:42:54,2017-12-30 12:03:09,6,2017-12-18 20:42:54,2017-12-30 12:03:09,11,-0.15000000000000002,source_only
0x514910771af9ca656af840dff83e8264ecf986ca,3058,68,0.0,2019-08-14 15:59:03,2025-02-05 07:27:47,0,0.0,,,68,2019-08-14 15:59:03,2025-02-05 07:27:47,2001,0.0,hub
0x514ae31ccc22402887d07f80023a3f063006c38e,3059,0,0.0,,,1,0.0,2021-12-17 02:48:06,2021-12-17 02:48:06,1,2021-12-17 02:48:06,2021-12-17 02:48:06,0,0.0,source_only
0x51525196970866f38fae1853e363d0a355d41320,3060,0,0.0,,,1,0.05,2021-12-17 00:47:27,2021-12-17 00:47:27,1,2021-12-17 00:47:27,2021-12-17 00:47:27,0,-0.05,source_only
0x517ea896211cd10a6b94f3e695cb4d63a0e203ce,3061,0,0.0,,,1,0.0007,2023-02-27 08:55:47,2023-02-27 08:55:47,1,2023-02-27 08:55:47,2023-02-27 08:55:47,0,-0.0007,source_only
0x51800ca5044f77a2feaf97ae290605929a618348,3062,0,0.0,,,1,0.0,2021-12-17 01:43:12,2021-12-17 01:43:12,1,2021-12-17 01:43:12,2021-12-17 01:43:12,0,0.0,source_only
0x51836a753e344257b361519e948ffcaf5fb8d521,3063,0,0.0,,,1,5.72993311,2018-03-31 03:44:24,2018-03-31 03:44:24,1,2018-03-31 03:44:24,2018-03-31 03:44:24,0,-5.72993311,source_only
0x518cb41e7e4e13f436e8226acca5a53fa8dcc0e6,3064,0,0.0,,,1,7.97e-16,2023-07-30 10:03:59,2023-07-30 10:03:59,1,2023-07-30 10:03:59,2023-07-30 10:03:59,0,-7.97e-16,source_only
0x51a5b21a22319bcb29922b13adc6dafbd410fefc,3065,0,0.0,,,4,0.20594085137459428,2021-12-16 23:22:47,2021-12-17 02:20:09,4,2021-12-16 23:22:47,2021-12-17 02:20:09,0,-0.20594085137459428,source_only
0x51a8b31a25420510ad47709977de844e5b1ccf64,3066,0,0.0,,,2,0.0,2018-11-07 23:56:21,2018-11-15 16:05:18,2,2018-11-07 23:56:21,2018-11-15 16:05:18,7,0.0,source_only
0x51a93bb2ad2a9687d1e66a380a366c545ef058f2,3067,0,0.0,,,1,0.0,2018-10-24 21:55:08,2018-10-24 21:55:08,1,2018-10-24 21:55:08,2018-10-24 21:55:08,0,0.0,source_only
0x51b3730e29982f726bee069e08d25eeeb1a92bf4,3068,0,0.0,,,1,0.0,2018-04-25 19:07:28,2018-04-25 19:07:28,1,2018-04-25 19:07:28,2018-04-25 19:07:28,0,0.0,source_only
0x51b6bc8cfe4aca198b54ef66b12683c6b64ded11,3069,0,0.0,,,1,0.0,2018-04-29 08:23:41,2018-04-29 08:23:41,1,2018-04-29 08:23:41,2018-04-29 08:23:41,0,0.0,source_only
0x51c272f3079319e1f10df10a106668ddba1bdeeb,3070,2,50.0,2017-11-19 23:02:07,2017-11-19 23:12:46,0,0.0,,,2,2017-11-19 23:02:07,2017-11-19 23:12:46,0,50.0,sink_only
0x51c2b20b1db09bf8f7fa8c7f78ee5bf6050794eb,3071,0,0.0,,,1,0.04,2021-12-17 00:01:26,2021-12-17 00:01:26,1,2021-12-17 00:01:26,2021-12-17 00:01:26,0,-0.04,source_only
0x51c7bf9da999bf8b7295df4cb59a0e0fd132a092,3072,0,0.0,,,1,0.0,2018-11-06 23:56:06,2018-11-06 23:56:06,1,2018-11-06 23:56:06,2018-11-06 23:56:06,0,0.0,source_only
0x51d9a57479ddff0575ba6fe62f68de239a33dff1,3073,0,0.0,,,1,0.0,2018-11-05 05:37:11,2018-11-05 05:37:11,1,2018-11-05 05:37:11,2018-11-05 05:37:11,0,0.0,source_only
0x51db5ad35c671a87207d88fc11d593ac0c8415bd,3074,36,0.0,2019-08-12 14:47:08,2022-09-07 14:49:38,0,0.0,,,36,2019-08-12 14:47:08,2022-09-07 14:49:38,1122,0.0,sink_only
0x51dc50352ccf7f980d9eecf321533b1d3bcbdfd8,3075,0,0.0,,,1,0.0,2018-04-21 13:12:55,2018-04-21 13:12:55,1,2018-04-21 13:12:55,2018-04-21 13:12:55,0,0.0,source_only
0x520366805e40ae9b4eb39ff8245811ac47df9011,3076,0,0.0,,,2,0.5,2017-12-20 17:29:10,2017-12-20 17:37:23,2,2017-12-20 17:29:10,2017-12-20 17:37:23,0,-0.5,source_only
0x5204d2de6a44b1d1b996c05c7d1274a5fb8edc7b,3077,0,0.0,,,1,0.0,2018-10-28 22:26:11,2018-10-28 22:26:11,1,2018-10-28 22:26:11,2018-10-28 22:26:11,0,0.0,source_only
0x5216db4d4cb22d1ba38866867c38d8e862974e82,3078,4,0.0,2021-02-05 13:49:18,2021-02-05 13:53:42,0,0.0,,,4,2021-02-05 13:49:18,2021-02-05 13:53:42,0,0.0,sink_only
0x521db06bf657ed1d6c98553a70319a8ddbac75a3,3079,0,0.0,,,1,0.0,2018-10-15 11:39:03,2018-10-15 11:39:03,1,2018-10-15 11:39:03,2018-10-15 11:39:03,0,0.0,source_only
0x5222b0484583dc5a3eef23173de6b8f3583a3e87,3080,0,0.0,,,1,0.01777,2021-12-17 02:49:13,2021-12-17 02:49:13,1,2021-12-17 02:49:13,2021-12-17 02:49:13,0,-0.01777,source_only
0x522d154da599fc7be14dc695ceb334c674b42b37,3081,0,0.0,,,1,0.0,2018-04-13 19:00:58,2018-04-13 19:00:58,1,2018-04-13 19:00:58,2018-04-13 19:00:58,0,0.0,source_only
0x522d59c712bd3e8264540af363f9cbd202fe23ff,3082,0,0.0,,,1,5.94e-16,2023-08-04 07:18:35,2023-08-04 07:18:35,1,2023-08-04 07:18:35,2023-08-04 07:18:35,0,-5.94e-16,source_only
0x5232ef3af836e0911ebea14c0c857177b7985045,3083,0,0.0,,,1,0.0,2018-11-16 16:09:25,2018-11-16 16:09:25,1,2018-11-16 16:09:25,2018-11-16 16:09:25,0,0.0,source_only
